date,cci,indiesleaze_score,lipstickindex_score,maxiskirt_score,bigbag_score,highheelindex_score,peplums_score,blazers_score,mini_score,indiesleaze_lag3,indiesleaze_lag6,lipstickindex_lag3,lipstickindex_lag6,maxiskirt_lag3,maxiskirt_lag6,bigbag_lag3,bigbag_lag6,highheelindex_lag3,highheelindex_lag6,peplums_lag3,peplums_lag6,blazers_lag3,blazers_lag6,mini_lag3,mini_lag6,cci_lag3,cci_lag6
,97.66558,-0.4489982114838632,-0.2897779045394317,-0.8531408211315353,-0.0353382749327728,-0.9004771316986261,-0.6034181220595345,-0.8756217120672978,-0.2331981094287785,-0.8572167229357159,-0.7632532252971682,-0.2748465872458229,-0.1855022029570452,-0.8531356658869464,-0.9457224245592414,-0.3975429836715448,-0.357538629041218,-1.1356133157787522,-0.9870031836152594,-0.6034181220595345,-0.6034181220595345,-0.8756217120672978,-0.8755916835180428,-0.4286098462164037,-0.303565448338388,97.16837,96.97824
,97.67867,-0.4327621904574708,-0.125990521878103,-0.8457603237472165,-0.539713193476929,-0.8206587931515567,-0.6034181220595345,-0.8756066981242943,-0.1712355090155567,-0.8653045466424241,-0.8155241980267897,-0.2897647856289095,-0.2003941651249274,-0.8762835750656988,-0.8531408211315353,-0.2459341990676287,-0.103806243383664,-1.2516666374619023,-0.9530657522872552,-0.6034181220595345,-0.6034181220595345,-0.8755916835180428,-0.8756217120672978,-0.4154642528853011,-0.4155668879017649,97.03234,97.20629
,97.41298,-0.4076802023432955,-0.1855415580827718,-0.9457069580556904,-0.4934234966550491,-0.6396274890613999,-0.6034181220595345,-0.8755466396992885,-0.0768905736242867,-0.6758024146818069,-0.8434433520731981,-0.3344500966838206,-0.3344238596656961,-0.8226124145684641,-0.8531356658869464,-0.1932746545035598,-0.2090619513296726,-1.0380604143169478,-1.032115884779665,-0.6034181220595345,-0.6034181220595345,-0.8756217120672978,-0.8756066981242943,-0.3210647413284538,-0.3843502052470997,96.9688,97.66534
,97.16837,-0.2395845374059003,-0.1855284391722496,-0.9457172689297604,-0.2301665341699577,-0.5658994469802696,-0.6034181220595345,-0.8755316250930371,-0.2745178360120882,-0.4489982114838632,-0.8572167229357159,-0.2897779045394317,-0.2748465872458229,-0.8531408211315353,-0.8531356658869464,-0.0353382749327728,-0.3975429836715448,-0.9004771316986261,-1.1356133157787522,-0.6034181220595345,-0.6034181220595345,-0.8756217120672978,-0.8756217120672978,-0.2331981094287785,-0.4286098462164037,96.97824,98.12306
,97.03234,-0.28218852818632,-0.2450663572693162,-0.8762887303102876,0.060457731153994,-0.663191816101654,-0.6034181220595345,-0.8754865819375307,-0.2980353947303865,-0.4327621904574708,-0.8653045466424241,-0.125990521878103,-0.2897647856289095,-0.8457603237472165,-0.8762835750656988,-0.539713193476929,-0.2459341990676287,-0.8206587931515567,-1.2516666374619023,-0.6034181220595345,-0.6034181220595345,-0.8756066981242943,-0.8755916835180428,-0.1712355090155567,-0.4154642528853011,97.20629,98.46567
,96.9688,-0.3760692859074507,-0.2004204013401318,-0.8299877567081941,-0.4344363584702106,-0.7384488993216758,-0.6034181220595345,-0.8755616543055399,-0.3365966666437526,-0.4076802023432955,-0.6758024146818069,-0.1855415580827718,-0.3344500966838206,-0.9457069580556904,-0.8226124145684641,-0.4934234966550491,-0.1932746545035598,-0.6396274890613999,-1.0380604143169478,-0.6034181220595345,-0.6034181220595345,-0.8755466396992885,-0.8756217120672978,-0.0768905736242867,-0.3210647413284538,97.66534,98.68877
,96.97824,-0.4749094429124006,-0.2897647856289095,-0.8068295362704798,-0.6355514523390138,-0.7231058916897524,-0.0902270555189833,-0.8755766689117914,-0.3858186993881484,-0.2395845374059003,-0.4489982114838632,-0.1855284391722496,-0.2897779045394317,-0.9457172689297604,-0.8531408211315353,-0.2301665341699577,-0.0353382749327728,-0.5658994469802696,-0.9004771316986261,-0.6034181220595345,-0.6034181220595345,-0.8755316250930371,-0.8756217120672978,-0.2745178360120882,-0.2331981094287785,98.12306,98.89773
,97.20629,-0.4785788389973965,-0.3195450156054162,-0.8457448572436657,-0.539713193476929,-0.8167381967298539,-0.5723336116045755,-0.8755466396992885,-0.1043463181189536,-0.28218852818632,-0.4327621904574708,-0.2450663572693162,-0.125990521878103,-0.8762887303102876,-0.8457603237472165,0.060457731153994,-0.539713193476929,-0.663191816101654,-0.8206587931515567,-0.6034181220595345,-0.6034181220595345,-0.8754865819375307,-0.8756066981242943,-0.2980353947303865,-0.1712355090155567,98.46567,99.11938
,97.66534,-0.5806321711221382,-0.304653053437534,-0.7762959740779276,-0.3386192253227343,-0.8344704108965396,-0.6034181220595345,-0.8755466396992885,-0.2402222256925791,-0.3760692859074507,-0.4076802023432955,-0.2004204013401318,-0.1855415580827718,-0.8299877567081941,-0.9457069580556904,-0.4344363584702106,-0.4934234966550491,-0.7384488993216758,-0.6396274890613999,-0.6034181220595345,-0.6034181220595345,-0.8755616543055399,-0.8755466396992885,-0.3365966666437526,-0.0768905736242867,98.68877,99.21873
,98.12306,-0.4457850363640717,-0.304653053437534,-0.8152164506805946,-0.3386192253227343,-1.0058994701161794,-0.1543759388365522,-0.8755916835180428,-0.348437126171997,-0.4749094429124006,-0.2395845374059003,-0.2897647856289095,-0.1855284391722496,-0.8068295362704798,-0.9457172689297604,-0.6355514523390138,-0.2301665341699577,-0.7231058916897524,-0.5658994469802696,-0.0902270555189833,-0.6034181220595345,-0.8755766689117914,-0.8755316250930371,-0.3858186993881484,-0.2745178360120882,98.89773,99.24712
,98.46567,-0.4275917444606411,-0.3493252455819229,-0.8152319171841453,-0.2859808078193751,-1.085720157411298,-0.6034181220595345,-0.8755916835180428,-0.2199508504213806,-0.4785788389973965,-0.28218852818632,-0.3195450156054162,-0.2450663572693162,-0.8457448572436657,-0.8762887303102876,-0.539713193476929,0.060457731153994,-0.8167381967298539,-0.663191816101654,-0.5723336116045755,-0.6034181220595345,-0.8755466396992885,-0.8754865819375307,-0.1043463181189536,-0.2980353947303865,99.11938,99.30729
,98.68877,-0.3846980812762658,-0.3344369777732984,-0.8457654793766975,-0.335444864308944,-0.9581480722951432,-0.6034181220595345,-0.8755916835180428,-0.4056375585217388,-0.5806321711221382,-0.3760692859074507,-0.304653053437534,-0.2004204013401318,-0.7762959740779276,-0.8299877567081941,-0.3386192253227343,-0.4344363584702106,-0.8344704108965396,-0.7384488993216758,-0.6034181220595345,-0.6034181220595345,-0.8755466396992885,-0.8755616543055399,-0.2402222256925791,-0.3365966666437526,99.21873,99.37518
,98.89773,-0.0749458210887904,-0.3046661723480562,-0.8457603237472165,-0.2827853197448752,-0.8742607170351406,-0.5567913563770961,-0.8755316250930371,-0.4006136378445345,-0.4457850363640717,-0.4749094429124006,-0.304653053437534,-0.2897647856289095,-0.8152164506805946,-0.8068295362704798,-0.3386192253227343,-0.6355514523390138,-1.0058994701161794,-0.7231058916897524,-0.1543759388365522,-0.0902270555189833,-0.8755916835180428,-0.8755766689117914,-0.348437126171997,-0.3858186993881484,99.24712,99.39132
,99.11938,-0.1886797580937764,-0.3344500966838206,-0.8068346918999607,-0.4807894337820169,-0.7425122006529608,-0.5567913563770961,-0.6767280109317151,-0.0410931149908793,-0.4275917444606411,-0.4785788389973965,-0.3493252455819229,-0.3195450156054162,-0.8152319171841453,-0.8457448572436657,-0.2859808078193751,-0.539713193476929,-1.085720157411298,-0.8167381967298539,-0.6034181220595345,-0.5723336116045755,-0.8755916835180428,-0.8755466396992885,-0.2199508504213806,-0.1043463181189536,99.30729,99.38895
,99.21873,-0.1311819873133207,-0.304653053437534,-0.8994108617265272,-0.3912998956014112,-0.7289456801482732,-0.5723336116045755,-0.8754565527250278,-0.2538845051276235,-0.3846980812762658,-0.5806321711221382,-0.3344369777732984,-0.304653053437534,-0.8457654793766975,-0.7762959740779276,-0.335444864308944,-0.3386192253227343,-0.9581480722951432,-0.8344704108965396,-0.6034181220595345,-0.6034181220595345,-0.8755916835180428,-0.8755466396992885,-0.4056375585217388,-0.2402222256925791,99.37518,99.36604
,99.24712,-0.1380686727445796,-0.2748597053534251,-0.8920406756011702,-0.3291791540458329,-0.6878865605966762,-0.6034181220595345,-0.8754715673312792,0.3012260066922982,-0.0749458210887904,-0.4457850363640717,-0.3046661723480562,-0.304653053437534,-0.8457603237472165,-0.8152164506805946,-0.2827853197448752,-0.3386192253227343,-0.8742607170351406,-1.0058994701161794,-0.5567913563770961,-0.1543759388365522,-0.8755316250930371,-0.8755916835180428,-0.4006136378445345,-0.348437126171997,99.39132,99.31453
,99.30729,0.0267350987145785,-0.230174395101434,-0.8531253546279844,0.0330678074682574,-0.553350927266635,-0.5723336116045755,-0.875366465750767,-0.4466235545695542,-0.1886797580937764,-0.4275917444606411,-0.3344500966838206,-0.3493252455819229,-0.8068346918999607,-0.8152319171841453,-0.4807894337820169,-0.2859808078193751,-0.7425122006529608,-1.085720157411298,-0.5567913563770961,-0.6034181220595345,-0.6767280109317151,-0.8755916835180428,-0.0410931149908793,-0.2199508504213806,99.38895,99.26768
,99.37518,-0.3000058109021919,-0.3195318974978139,-0.8457397016141847,-0.4744814707435877,-0.717056621073707,-0.5567913563770961,-0.875501596543782,-0.3253355067630665,-0.1311819873133207,-0.3846980812762658,-0.304653053437534,-0.3344369777732984,-0.8994108617265272,-0.8457654793766975,-0.3912998956014112,-0.335444864308944,-0.7289456801482732,-0.9581480722951432,-0.5723336116045755,-0.6034181220595345,-0.8754565527250278,-0.8755916835180428,-0.2538845051276235,-0.4056375585217388,99.36604,99.21994
,99.39132,-0.3218690162509038,-0.3195450156054162,-0.8225866368059513,-0.5176601863877052,-0.6995718528953658,-0.5412491011496166,-0.8755166111500335,-0.5401548991739306,-0.1380686727445796,-0.0749458210887904,-0.2748597053534251,-0.3046661723480562,-0.8920406756011702,-0.8457603237472165,-0.3291791540458329,-0.2827853197448752,-0.6878865605966762,-0.8742607170351406,-0.6034181220595345,-0.5567913563770961,-0.8754715673312792,-0.8755316250930371,0.3012260066922982,-0.4006136378445345,99.31453,99.23846
,99.38895,-0.3765260242329404,-0.2748465872458229,-0.8225814811764703,-0.4155365853340674,-0.9326891260822904,-0.5723336116045755,-0.6766679531699573,-0.3607699248632049,0.0267350987145785,-0.1886797580937764,-0.230174395101434,-0.3344500966838206,-0.8531253546279844,-0.8068346918999607,0.0330678074682574,-0.4807894337820169,-0.553350927266635,-0.7425122006529608,-0.5723336116045755,-0.5567913563770961,-0.875366465750767,-0.6767280109317151,-0.4466235545695542,-0.0410931149908793,99.26768,99.2652
,99.36604,-0.5037395454700172,-0.2897516675213073,-0.799428416368237,-0.3196983264719827,-0.8151175008642759,-0.5567913563770961,-0.6767129969887116,-0.3761360825640497,-0.3000058109021919,-0.1311819873133207,-0.3195318974978139,-0.304653053437534,-0.8457397016141847,-0.8994108617265272,-0.4744814707435877,-0.3912998956014112,-0.717056621073707,-0.7289456801482732,-0.5567913563770961,-0.5723336116045755,-0.875501596543782,-0.8754565527250278,-0.3253355067630665,-0.2538845051276235,99.21994,99.30903
,99.31453,-0.5073287297773673,-0.2897516675213073,-0.7762908184484467,-0.4650006431697376,-0.9057045053641456,-0.5567913563770961,-0.8755616543055399,-0.057445512482192,-0.3218690162509038,-0.1380686727445796,-0.3195450156054162,-0.2748597053534251,-0.8225866368059513,-0.8920406756011702,-0.5176601863877052,-0.3291791540458329,-0.6995718528953658,-0.6878865605966762,-0.5412491011496166,-0.6034181220595345,-0.8755166111500335,-0.8754715673312792,-0.5401548991739306,0.3012260066922982,99.23846,99.38902
,99.26768,-0.6576071119988907,-0.2748728234610273,-0.7920685415018421,-0.4681538771228182,-0.8403125481031096,-0.5567913563770961,-0.8756367266735491,1.304577408260014,-0.3765260242329404,0.0267350987145785,-0.2748465872458229,-0.230174395101434,-0.8225814811764703,-0.8531253546279844,-0.4155365853340674,0.0330678074682574,-0.9326891260822904,-0.553350927266635,-0.5723336116045755,-0.5723336116045755,-0.6766679531699573,-0.875366465750767,-0.3607699248632049,-0.4466235545695542,99.2652,99.42262
,99.21994,-0.5697015738375252,-0.3195581345159384,-0.7920788527608041,-0.5608177763172142,-0.6752366664378783,-0.5567913563770961,-0.7165797657327323,-0.2711128298568211,-0.5037395454700172,-0.3000058109021919,-0.2897516675213073,-0.3195318974978139,-0.799428416368237,-0.8457397016141847,-0.3196983264719827,-0.4744814707435877,-0.8151175008642759,-0.717056621073707,-0.5567913563770961,-0.5567913563770961,-0.6767129969887116,-0.875501596543782,-0.3761360825640497,-0.3253355067630665,99.30903,99.38183
,99.23846,-0.3615474008685017,-0.2897647856289095,-0.8152216063100756,-0.4618262821559473,-0.594396960466157,-0.5567913563770961,-0.7164896787584715,-0.3556266340614618,-0.5073287297773673,-0.3218690162509038,-0.2897516675213073,-0.3195450156054162,-0.7762908184484467,-0.8225866368059513,-0.4650006431697376,-0.5176601863877052,-0.9057045053641456,-0.6995718528953658,-0.5567913563770961,-0.5412491011496166,-0.8755616543055399,-0.8755166111500335,-0.057445512482192,-0.5401548991739306,99.38902,99.27272
,99.2652,-0.5089063946006606,-0.3195712526235406,-0.8457397016141847,-0.6198049145020523,-0.5542675536125249,-0.5567913563770961,-0.8755316250930371,-0.438769530801033,-0.6576071119988907,-0.3765260242329404,-0.2748728234610273,-0.2748465872458229,-0.7920685415018421,-0.8225814811764703,-0.4681538771228182,-0.4155365853340674,-0.8403125481031096,-0.9326891260822904,-0.5567913563770961,-0.5723336116045755,-0.8756367266735491,-0.6766679531699573,1.304577408260014,-0.3607699248632049,99.42262,99.04582
,99.30903,-0.3594551522465138,-0.2748859423715495,-0.8688772995339751,-0.567187624059403,-0.3671302133417797,-0.5567913563770961,-0.7163995917842108,-0.1961708313185469,-0.5697015738375252,-0.5037395454700172,-0.3195581345159384,-0.2897516675213073,-0.7920788527608041,-0.799428416368237,-0.5608177763172142,-0.3196983264719827,-0.6752366664378783,-0.8151175008642759,-0.5567913563770961,-0.5567913563770961,-0.7165797657327323,-0.6767129969887116,-0.2711128298568211,-0.3761360825640497,99.38183,98.91441
,99.38902,-0.2812770623148264,-0.2450925934845206,-0.8688824551634561,-0.4186686935725397,-0.4284612180195793,-0.5567913563770961,-0.6964760765383081,-0.178632702558125,-0.3615474008685017,-0.5073287297773673,-0.2897647856289095,-0.2897516675213073,-0.8152216063100756,-0.7762908184484467,-0.4618262821559473,-0.4650006431697376,-0.594396960466157,-0.9057045053641456,-0.5567913563770961,-0.5567913563770961,-0.7164896787584715,-0.8755616543055399,-0.3556266340614618,-0.057445512482192,99.27272,98.90597
,99.42262,-0.2148603064013143,-0.1557088540700162,-0.8614916465201753,-0.1491278840281633,-0.2542343042480519,-0.5412491011496166,-0.6567144093747997,-0.1455467998468402,-0.5089063946006606,-0.6576071119988907,-0.3195712526235406,-0.2748728234610273,-0.8457397016141847,-0.7920685415018421,-0.6198049145020523,-0.4681538771228182,-0.5542675536125249,-0.8403125481031096,-0.5567913563770961,-0.5567913563770961,-0.8755316250930371,-0.8756367266735491,-0.438769530801033,1.304577408260014,99.04582,98.82299
,99.38183,-0.0528185793821299,-0.2152693140230296,-0.8078153307783518,-0.4060557577602172,-0.4287086640079238,-0.2365419053911644,-0.6567294233178033,-0.4138861129581497,-0.3594551522465138,-0.5697015738375252,-0.2748859423715495,-0.3195581345159384,-0.8688772995339751,-0.7920788527608041,-0.567187624059403,-0.5608177763172142,-0.3671302133417797,-0.6752366664378783,-0.5567913563770961,-0.5567913563770961,-0.7163995917842108,-0.7165797657327323,-0.1961708313185469,-0.2711128298568211,98.91441,98.58913
,99.27272,-0.098100288598406,-0.2152824329335518,-0.7625207738171621,-0.4586941752635763,-0.4930946889444323,-0.52569219723672,-0.7363080924238619,-0.4667342839818851,-0.2812770623148264,-0.3615474008685017,-0.2450925934845206,-0.2897647856289095,-0.8688824551634561,-0.8152216063100756,-0.4186686935725397,-0.4618262821559473,-0.4284612180195793,-0.594396960466157,-0.5567913563770961,-0.5567913563770961,-0.6964760765383081,-0.7164896787584715,-0.178632702558125,-0.3556266340614618,98.90597,98.31213
,99.04582,-0.0608058357862373,-0.2152693140230296,-0.7477546234190435,-0.3039321567065796,-0.5128508362266985,-0.2049477806488756,-0.6567744671365576,-0.4591217353155077,-0.2148603064013143,-0.5089063946006606,-0.1557088540700162,-0.3195712526235406,-0.8614916465201753,-0.8457397016141847,-0.1491278840281633,-0.6198049145020523,-0.2542343042480519,-0.5542675536125249,-0.5412491011496166,-0.5567913563770961,-0.6567144093747997,-0.8755316250930371,-0.1455467998468402,-0.438769530801033,98.82299,98.20346
,98.91441,-0.0267245580938602,-0.2152824329335518,-0.6866874990339393,-0.5144646996593066,-0.3919807490984597,-0.1889105598194833,-0.6169977847035498,-0.4544763639436587,-0.0528185793821299,-0.3594551522465138,-0.2152693140230296,-0.2748859423715495,-0.8078153307783518,-0.8688772995339751,-0.4060557577602172,-0.567187624059403,-0.4287086640079238,-0.3671302133417797,-0.2365419053911644,-0.5567913563770961,-0.6567294233178033,-0.7163995917842108,-0.4138861129581497,-0.1961708313185469,98.58913,98.21943
,98.90597,-0.1364932089364376,-0.215295551041154,-0.6719368155242637,-0.455562067025104,-0.6456173533999318,-0.1728733389900912,-0.6368659664969066,-0.3992002961916687,-0.098100288598406,-0.2812770623148264,-0.2152824329335518,-0.2450925934845206,-0.7625207738171621,-0.8688824551634561,-0.4586941752635763,-0.4186686935725397,-0.4930946889444323,-0.4284612180195793,-0.52569219723672,-0.5567913563770961,-0.7363080924238619,-0.6964760765383081,-0.4667342839818851,-0.178632702558125,98.31213,98.35287
,98.82299,-0.1725037835557399,-0.2748597053534251,-0.69510534722094,-0.4586941752635763,-0.9447208900664394,-0.3006907887087333,-0.6767430255379666,-0.4194297862302899,-0.0608058357862373,-0.2148603064013143,-0.2152693140230296,-0.1557088540700162,-0.7477546234190435,-0.8614916465201753,-0.3039321567065796,-0.1491278840281633,-0.5128508362266985,-0.2542343042480519,-0.2049477806488756,-0.5412491011496166,-0.6567744671365576,-0.6567144093747997,-0.4591217353155077,-0.1455467998468402,98.20346,98.53907
,98.58913,0.1689402148730114,-0.2897516675213073,-0.695100191591459,-0.3533962131961483,-0.9642319401084098,-0.1728733389900912,-0.8755466396992885,-0.4059212426914304,-0.0267245580938602,-0.0528185793821299,-0.2152824329335518,-0.2152693140230296,-0.6866874990339393,-0.8078153307783518,-0.5144646996593066,-0.4060557577602172,-0.3919807490984597,-0.4287086640079238,-0.1889105598194833,-0.2365419053911644,-0.6169977847035498,-0.6567294233178033,-0.4544763639436587,-0.4138861129581497,98.21943,98.7452
,98.31213,0.4241161962163812,-0.2599677431855429,-0.6488247177802192,-0.211247130451474,-0.7676101823979854,-0.4946076867817611,-0.6368659664969066,-0.4813777568860817,-0.1364932089364376,-0.098100288598406,-0.215295551041154,-0.2152824329335518,-0.6719368155242637,-0.7625207738171621,-0.455562067025104,-0.4586941752635763,-0.6456173533999318,-0.4930946889444323,-0.1728733389900912,-0.52569219723672,-0.6368659664969066,-0.7363080924238619,-0.3992002961916687,-0.4667342839818851,98.35287,98.89159
,98.20346,0.599558881776711,-0.2302006313166384,-0.7034716391131308,-0.455562067025104,-0.8355418106185376,-0.2856288503977495,-0.6964460479890533,-0.3042513865684554,-0.1725037835557399,-0.0608058357862373,-0.2748597053534251,-0.2152693140230296,-0.69510534722094,-0.7477546234190435,-0.4586941752635763,-0.3039321567065796,-0.9447208900664394,-0.5128508362266985,-0.3006907887087333,-0.2049477806488756,-0.6767430255379666,-0.6567744671365576,-0.4194297862302899,-0.4591217353155077,98.53907,98.95768
,98.21943,0.7007809598076047,-0.1855284391722496,-0.7108263587349368,-0.498761909729931,-0.305199880223054,-0.2219749326820934,-0.5770606679007318,-0.0575113010356447,0.1689402148730114,-0.0267245580938602,-0.2897516675213073,-0.2152824329335518,-0.695100191591459,-0.6866874990339393,-0.3533962131961483,-0.5144646996593066,-0.9642319401084098,-0.3919807490984597,-0.1728733389900912,-0.1889105598194833,-0.8755466396992885,-0.6169977847035498,-0.4059212426914304,-0.4544763639436587,98.7452,98.95599
,98.35287,0.774915137885938,-0.1706233588967651,-0.7866493222591977,-0.1270960053457504,-0.2571902988096463,-0.2545443399427906,-0.4776438462138194,-0.3090206403221811,0.4241161962163812,-0.1364932089364376,-0.2599677431855429,-0.215295551041154,-0.6488247177802192,-0.6719368155242637,-0.211247130451474,-0.455562067025104,-0.7676101823979854,-0.6456173533999318,-0.4946076867817611,-0.1728733389900912,-0.6368659664969066,-0.6368659664969066,-0.4813777568860817,-0.3992002961916687,98.89159,98.92139
,98.53907,1.5219181814086549,-0.0961446997577451,-0.7561054488076836,0.3835853811045668,-0.2289368646785049,-0.4479662724139058,0.2627024190404031,-0.2001183230675712,0.599558881776711,-0.1725037835557399,-0.2302006313166384,-0.2748597053534251,-0.7034716391131308,-0.69510534722094,-0.455562067025104,-0.4586941752635763,-0.8355418106185376,-0.9447208900664394,-0.2856288503977495,-0.3006907887087333,-0.6964460479890533,-0.6767430255379666,-0.3042513865684554,-0.4194297862302899,98.95768,98.82849
,98.7452,1.69911982823281,-0.0514987446314807,-0.671900726502789,-0.1828665297414805,-0.1776113421212248,-0.1272218558260613,0.1527069441400082,-0.491596529893626,0.7007809598076047,0.1689402148730114,-0.1855284391722496,-0.2897516675213073,-0.7108263587349368,-0.695100191591459,-0.498761909729931,-0.3533962131961483,-0.305199880223054,-0.9642319401084098,-0.2219749326820934,-0.1728733389900912,-0.5770606679007318,-0.8755466396992885,-0.0575113010356447,-0.4059212426914304,98.95599,98.77732
,98.89159,1.840129086636845,0.0080654096807902,-0.658145053243043,-0.1828876568021902,-0.114414544337552,0.1234780362775124,0.2176586002860748,-0.3393707806092208,0.774915137885938,0.4241161962163812,-0.1706233588967651,-0.2599677431855429,-0.7866493222591977,-0.6488247177802192,-0.1270960053457504,-0.211247130451474,-0.2571902988096463,-0.7676101823979854,-0.2545443399427906,-0.4946076867817611,-0.4776438462138194,-0.6368659664969066,-0.3090206403221811,-0.4813777568860817,98.92139,98.77785
,98.95768,1.3312332559180573,-0.0365805454454741,-0.5759531649897404,-0.2292196063993882,-0.1610562866408487,0.0904136634149024,-0.5969541539341314,-0.3759242624103591,1.5219181814086549,0.599558881776711,-0.0961446997577451,-0.2302006313166384,-0.7561054488076836,-0.7034716391131308,0.3835853811045668,-0.455562067025104,-0.2289368646785049,-0.8355418106185376,-0.4479662724139058,-0.2856288503977495,0.2627024190404031,-0.6964460479890533,-0.2001183230675712,-0.3042513865684554,98.82849,98.82154
,98.95599,1.2255064134818483,-0.0663607754219807,-0.4474692405198506,-0.1545070560921967,-0.163082568504478,0.3581407075516938,0.1726154447796594,-0.2489312531685429,1.69911982823281,0.7007809598076047,-0.0514987446314807,-0.1855284391722496,-0.671900726502789,-0.7108263587349368,-0.1828665297414805,-0.498761909729931,-0.1776113421212248,-0.305199880223054,-0.1272218558260613,-0.2219749326820934,0.1527069441400082,-0.5770606679007318,-0.491596529893626,-0.0575113010356447,98.77732,98.88181
,98.92139,1.1498153507979625,-0.0365936643559964,-0.4337352852949329,-0.2197810302547546,-0.3493009336812847,0.3911904317288867,-0.6169527415480435,-0.3856831962203962,1.840129086636845,0.774915137885938,0.0080654096807902,-0.1706233588967651,-0.658145053243043,-0.7866493222591977,-0.1828876568021902,-0.1270960053457504,-0.114414544337552,-0.2571902988096463,0.1234780362775124,-0.2545443399427906,0.2176586002860748,-0.4776438462138194,-0.3393707806092208,-0.3090206403221811,98.77785,98.89039
,98.82849,1.0728383991417243,-0.0812789746079874,-0.4042339178906895,-0.2755093018751668,-0.2361444922471368,0.2623976994918362,-0.5573126022941387,-0.2954185766070453,1.3312332559180573,1.5219181814086549,-0.0365805454454741,-0.0961446997577451,-0.5759531649897404,-0.7561054488076836,-0.2292196063993882,0.3835853811045668,-0.1610562866408487,-0.2289368646785049,0.0904136634149024,-0.4479662724139058,-0.5969541539341314,0.2627024190404031,-0.3759242624103591,-0.2001183230675712,98.82154,98.8409
,98.77732,1.737617430099914,-0.0365936643559964,-0.420987402164654,-0.0681088658148106,-0.3732305341407207,0.3070739001374576,-0.6368359372844036,-0.2332072168355793,1.2255064134818483,1.69911982823281,-0.0663607754219807,-0.0514987446314807,-0.4474692405198506,-0.671900726502789,-0.1545070560921967,-0.1828665297414805,-0.163082568504478,-0.1776113421212248,0.3581407075516938,-0.1272218558260613,0.1726154447796594,0.1527069441400082,-0.2489312531685429,-0.491596529893626,98.88181,98.90736
,98.77785,2.1304849058659547,-0.0812789746079874,-0.4874067233789343,-0.1143985612905893,-0.3011332122581702,0.6510419722913252,-0.6367158217608879,-0.3069860055488367,1.1498153507979625,1.840129086636845,-0.0365936643559964,0.0080654096807902,-0.4337352852949329,-0.658145053243043,-0.2197810302547546,-0.1828876568021902,-0.3493009336812847,-0.114414544337552,0.3911904317288867,0.1234780362775124,-0.6169527415480435,0.2176586002860748,-0.3856831962203962,-0.3393707806092208,98.89039,99.02441
,98.82154,2.0283873584926178,-0.0366067824635986,-0.471623566724399,-0.2997671186685323,-0.2720199173456827,1.1485113290540043,0.1628276560032426,-0.2705179555738243,1.0728383991417243,1.3312332559180573,-0.0812789746079874,-0.0365805454454741,-0.4042339178906895,-0.5759531649897404,-0.2755093018751668,-0.2292196063993882,-0.2361444922471368,-0.1610562866408487,0.2623976994918362,0.0904136634149024,-0.5573126022941387,-0.5969541539341314,-0.2954185766070453,-0.3759242624103591,98.8409,99.13401
,98.88181,2.083502598219344,-0.0217148202957164,-0.5843194568819311,-0.4672069480061474,-0.1138968462903103,1.039191279488901,0.2026446572825449,-0.2717739957191372,1.737617430099914,1.2255064134818483,-0.0365936643559964,-0.0663607754219807,-0.420987402164654,-0.4474692405198506,-0.0681088658148106,-0.1545070560921967,-0.3732305341407207,-0.163082568504478,0.3070739001374576,0.3581407075516938,-0.6368359372844036,0.1726154447796594,-0.2332072168355793,-0.2489312531685429,98.90736,99.24032
,98.89039,2.346042451511918,0.0676426821006635,-0.660147576035673,-0.1144619424727182,-0.1401263473058714,0.9424876375960526,0.0881578958916438,-0.2709137006361307,2.1304849058659547,1.1498153507979625,-0.0812789746079874,-0.0365936643559964,-0.4874067233789343,-0.4337352852949329,-0.1143985612905893,-0.2197810302547546,-0.3011332122581702,-0.3493009336812847,0.6510419722913252,0.3911904317288867,-0.6367158217608879,-0.6169527415480435,-0.3069860055488367,-0.3856831962203962,99.02441,99.38569
,98.8409,2.7856364556026776,0.0378849947830236,-0.6601424204061921,0.2540929834259022,0.0139334224182156,0.9740671136529244,0.2379000240125436,-0.2296516245396411,2.0283873584926178,1.0728383991417243,-0.0366067824635986,-0.0812789746079874,-0.471623566724399,-0.4042339178906895,-0.2997671186685323,-0.2755093018751668,-0.2720199173456827,-0.2361444922471368,1.1485113290540043,0.2623976994918362,0.1628276560032426,-0.5573126022941387,-0.2705179555738243,-0.2954185766070453,99.13401,99.51501
,98.90736,2.296361084112184,0.0080785277883924,-0.5306531744274107,-0.2197387774794366,-0.1424108127618718,0.8963411888301096,0.06831974331079,-0.4713584834225918,2.083502598219344,1.737617430099914,-0.0217148202957164,-0.0365936643559964,-0.5843194568819311,-0.420987402164654,-0.4672069480061474,-0.0681088658148106,-0.1138968462903103,-0.3732305341407207,1.039191279488901,0.3070739001374576,0.2026446572825449,-0.6368359372844036,-0.2717739957191372,-0.2332072168355793,99.24032,99.6199
