date,cci,indiesleaze_score,lipstickindex_score,maxiskirt_score,bigbag_score,highheelindex_score,peplums_score,blazers_score,mini_score,indiesleaze_lag3,indiesleaze_lag6,lipstickindex_lag3,lipstickindex_lag6,maxiskirt_lag3,maxiskirt_lag6,bigbag_lag3,bigbag_lag6,highheelindex_lag3,highheelindex_lag6,peplums_lag3,peplums_lag6,blazers_lag3,blazers_lag6,mini_lag3,mini_lag6,cci_lag3,cci_lag6
,100.9735,-1.307169963765605,-0.2004466383582563,-0.9457378914476844,-0.4165257672260561,-0.945447127953449,-0.6034181220595345,-0.8755766689117914,-0.7260381148755617,-1.344007678252284,-1.4379690724438456,-0.2600070983112696,-0.3642434447679295,-0.9457378914476844,-0.9457482027066464,-0.0206442988238278,0.4247434801893883,-0.982835445819737,-0.9653614152454222,-0.6034181220595345,-0.6034181220595345,-0.8755166111500335,-0.8755916835180428,-0.1523197999345805,-1.0607400392179809,100.8748,100.5865
,101.0192,-1.3654968851929228,-0.2599939802036674,-0.9457327358182032,-0.6639728120381585,-0.8370100818560563,-0.6034181220595345,-0.8755616543055399,-0.5636891680244803,-1.3339042208350471,-1.3589841981697366,-0.3493252455819229,-0.2451188305026451,-0.9457378914476844,-0.9457430470771652,-0.1196146659243851,0.7217091883853366,-0.7603525225320074,-1.035526458739079,-0.6034181220595345,-0.6034181220595345,-0.8754865819375307,-0.8755316250930371,-0.289916403749739,-0.0888867160729652,100.7045,100.6138
,100.9796,-1.3594185701907855,-0.2451057123950429,-0.9457378914476844,-0.3175554001254992,-0.9540740333598312,-0.6034181220595345,-0.8755916835180428,-0.926303600708942,-1.3043271901877005,-1.3755982391631736,-0.379096051810085,-0.2451319486102473,-0.9457378914476844,-0.9457430470771652,0.3258153658641497,0.1278112518270076,-0.6327696998118257,-1.2556198708775217,-0.6034181220595345,-0.6034181220595345,-0.8754565527250278,-0.8755466396992885,-0.5692781856681841,-0.3532908594404531,100.6121,100.7571
,100.8748,-1.319738082126202,-0.2302006313166384,-0.9457378914476844,-0.4165257672260561,-1.2838733050086628,-0.6034181220595345,-0.8756217120672978,-0.2453407610369809,-1.307169963765605,-1.344007678252284,-0.2004466383582563,-0.2600070983112696,-0.9457378914476844,-0.9457378914476844,-0.4165257672260561,-0.0206442988238278,-0.945447127953449,-0.982835445819737,-0.6034181220595345,-0.6034181220595345,-0.8755766689117914,-0.8755166111500335,-0.7260381148755617,-0.1523197999345805,100.5865,100.9613
,100.7045,-1.3533590246269034,-0.3046792904556585,-0.9457378914476844,-0.3670405836757777,-1.1638667499098936,-0.6034181220595345,-0.8756367266735491,-0.3724257766878458,-1.3654968851929228,-1.3339042208350471,-0.2599939802036674,-0.3493252455819229,-0.9457327358182032,-0.9457378914476844,-0.6639728120381585,-0.1196146659243851,-0.8370100818560563,-0.7603525225320074,-0.6034181220595345,-0.6034181220595345,-0.8755616543055399,-0.8754865819375307,-0.5636891680244803,-0.289916403749739,100.6138,101.0749
,100.6121,-1.316895308548297,-0.3046924085632607,-0.9457482027066464,-0.5649813178768919,-1.3364138535032506,-0.6034181220595345,-0.8756517412798007,-0.3901750807203624,-1.3594185701907855,-1.3043271901877005,-0.2451057123950429,-0.379096051810085,-0.9457378914476844,-0.9457378914476844,-0.3175554001254992,0.3258153658641497,-0.9540740333598312,-0.6327696998118257,-0.6034181220595345,-0.6034181220595345,-0.8755916835180428,-0.8754565527250278,-0.926303600708942,-0.5692781856681841,100.7571,101.1291
,100.5865,-1.2107944677040154,-0.3195843707311429,-0.9457430470771652,-0.3175131473501813,-1.347943354540282,-0.6034181220595345,-0.8756517412798007,-0.3695033398891767,-1.319738082126202,-1.307169963765605,-0.2302006313166384,-0.2004466383582563,-0.9457378914476844,-0.9457378914476844,-0.4165257672260561,-0.4165257672260561,-1.2838733050086628,-0.945447127953449,-0.6034181220595345,-0.6034181220595345,-0.8756217120672978,-0.8755766689117914,-0.2453407610369809,-0.7260381148755617,100.9613,101.1371
,100.6138,-1.0504147315122412,-0.3940367928520384,-0.9457378914476844,-0.3669560767790405,-1.1893199807410983,-0.6034181220595345,-0.8756217120672978,0.061818609634461,-1.3533590246269034,-1.3654968851929228,-0.3046792904556585,-0.2599939802036674,-0.9457378914476844,-0.9457327358182032,-0.3670405836757777,-0.6639728120381585,-1.1638667499098936,-0.8370100818560563,-0.6034181220595345,-0.6034181220595345,-0.8756367266735491,-0.8755616543055399,-0.3724257766878458,-0.5636891680244803,101.0749,101.0739
,100.7571,-0.9872090472715352,-0.2898041407546362,-0.9457327358182032,-0.268049089514511,-0.9934590581149056,-0.6034181220595345,-0.8755916835180428,-0.4421038682381763,-1.316895308548297,-1.3594185701907855,-0.3046924085632607,-0.2451057123950429,-0.9457482027066464,-0.9457378914476844,-0.5649813178768919,-0.3175554001254992,-1.3364138535032506,-0.9540740333598312,-0.6034181220595345,-0.6034181220595345,-0.8756517412798007,-0.8755916835180428,-0.3901750807203624,-0.926303600708942,101.1291,100.9943
,100.9613,-0.9232006929148788,-0.3344632147914229,-0.9457327358182032,-0.5649813178768919,-0.7413494508188011,-0.6034181220595345,-0.8755466396992885,0.2344357060098948,-1.2107944677040154,-1.319738082126202,-0.3195843707311429,-0.2302006313166384,-0.9457430470771652,-0.9457378914476844,-0.3175131473501813,-0.4165257672260561,-1.347943354540282,-1.2838733050086628,-0.6034181220595345,-0.6034181220595345,-0.8756517412798007,-0.8756217120672978,-0.3695033398891767,-0.2453407610369809,101.1371,100.9702
,101.0749,-0.9726106399886264,-0.3195843707311429,-0.9457378914476844,-0.4165046401653465,-0.9607924843334216,-0.6034181220595345,-0.8755466396992885,-0.1060580241573882,-1.0504147315122412,-1.3533590246269034,-0.3940367928520384,-0.3046792904556585,-0.9457378914476844,-0.9457378914476844,-0.3669560767790405,-0.3670405836757777,-1.1893199807410983,-1.1638667499098936,-0.6034181220595345,-0.6034181220595345,-0.8756217120672978,-0.8756367266735491,0.061818609634461,-0.3724257766878458,101.0739,100.9881
,101.1291,-1.067402770913751,-0.2748728234610273,-0.9457378914476844,0.3258364929248593,-0.8396595161167137,-0.6034181220595345,-0.875501596543782,-0.0105003316956726,-0.9872090472715352,-1.316895308548297,-0.2898041407546362,-0.3046924085632607,-0.9457327358182032,-0.9457482027066464,-0.268049089514511,-0.5649813178768919,-0.9934590581149056,-1.3364138535032506,-0.6034181220595345,-0.6034181220595345,-0.8755916835180428,-0.8756517412798007,-0.4421038682381763,-0.3901750807203624,100.9943,100.9631
,101.1371,-1.1111291816111746,-0.3642434447679295,-0.9457327358182032,-0.5649601908161823,-0.9977695008200104,-0.6034181220595345,-0.8756066981242943,-0.563765978068505,-0.9232006929148788,-1.2107944677040154,-0.3344632147914229,-0.3195843707311429,-0.9457327358182032,-0.9457430470771652,-0.5649813178768919,-0.3175131473501813,-0.7413494508188011,-1.347943354540282,-0.6034181220595345,-0.6034181220595345,-0.8755466396992885,-0.8756517412798007,0.2344357060098948,-0.3695033398891767,100.9702,100.9196
,101.0739,-1.1180158670424334,-0.3642303266603273,-0.9457327358182032,-0.6144665014271705,-0.8291406449003073,-0.6034181220595345,-0.8756367266735491,-0.3659981134270962,-0.9726106399886264,-1.0504147315122412,-0.3195843707311429,-0.3940367928520384,-0.9457378914476844,-0.9457378914476844,-0.4165046401653465,-0.3669560767790405,-0.9607924843334216,-1.1893199807410983,-0.6034181220595345,-0.6034181220595345,-0.8755466396992885,-0.8756217120672978,-0.1060580241573882,0.061818609634461,100.9881,100.7676
,100.9943,-1.1909468960658316,-0.3344238596656961,-0.9457378914476844,-0.5154750072659037,-1.1695614847107834,-0.6034181220595345,-0.8756217120672978,-0.1890442693783219,-1.067402770913751,-0.9872090472715352,-0.2748728234610273,-0.2898041407546362,-0.9457378914476844,-0.9457327358182032,0.3258364929248593,-0.268049089514511,-0.8396595161167137,-0.9934590581149056,-0.6034181220595345,-0.6034181220595345,-0.875501596543782,-0.8755916835180428,-0.0105003316956726,-0.4421038682381763,100.9631,100.5712
,100.9702,-1.1763427884697513,-0.3489579313427803,-0.9457275801887224,-0.5154750072659037,-1.220008344752994,-0.6034181220595345,-0.8756367266735491,-0.0968980088054233,-1.1111291816111746,-0.9232006929148788,-0.3642434447679295,-0.3344632147914229,-0.9457327358182032,-0.9457327358182032,-0.5649601908161823,-0.5649813178768919,-0.9977695008200104,-0.7413494508188011,-0.6034181220595345,-0.6034181220595345,-0.8756066981242943,-0.8755466396992885,-0.563765978068505,0.2344357060098948,100.9196,100.3328
,100.9881,-1.1694561030384925,-0.3340303084084291,-0.9457327358182032,-0.6544497303428891,-1.3722916273498451,-0.6034181220595345,-0.8756367266735491,-0.3123345419213478,-1.1180158670424334,-0.9726106399886264,-0.3642303266603273,-0.3195843707311429,-0.9457327358182032,-0.9457378914476844,-0.6144665014271705,-0.4165046401653465,-0.8291406449003073,-0.9607924843334216,-0.6034181220595345,-0.6034181220595345,-0.8756367266735491,-0.8755466396992885,-0.3659981134270962,-0.1060580241573882,100.7676,100.0589
,100.9631,-1.1358331497583054,-0.3637843013668113,-0.9457327358182032,-0.7503003446700341,-1.1543668973700898,-0.6034181220595345,-0.8756367266735491,0.1511653085370067,-1.1909468960658316,-1.067402770913751,-0.3344238596656961,-0.2748728234610273,-0.9457378914476844,-0.9457378914476844,-0.5154750072659037,0.3258364929248593,-1.1695614847107834,-0.8396595161167137,-0.6034181220595345,-0.6034181220595345,-0.8756217120672978,-0.875501596543782,-0.1890442693783219,-0.0105003316956726,100.5712,99.8483
,100.9196,-1.0742894563450098,-0.3192826486358515,-0.9457378914476844,-0.354343140966718,-1.2144233732532457,-0.6034181220595345,-0.8756367266735491,-0.2137086731369258,-1.1763427884697513,-1.1111291816111746,-0.3489579313427803,-0.3642434447679295,-0.9457275801887224,-0.9457327358182032,-0.5154750072659037,-0.5649601908161823,-1.220008344752994,-0.9977695008200104,-0.6034181220595345,-0.6034181220595345,-0.8756367266735491,-0.8756066981242943,-0.0968980088054233,-0.563765978068505,100.3328,99.63045
,100.7676,-0.9434846473535974,-0.3492071802047428,-0.9457327358182032,-0.1932746545035598,-1.091767079279294,-0.6034181220595345,-0.8756367266735491,-0.2480431192267908,-1.1694561030384925,-1.1180158670424334,-0.3340303084084291,-0.3642303266603273,-0.9457327358182032,-0.9457327358182032,-0.6544497303428891,-0.6144665014271705,-1.3722916273498451,-0.8291406449003073,-0.6034181220595345,-0.6034181220595345,-0.8756367266735491,-0.8756367266735491,-0.3123345419213478,-0.3659981134270962,100.0589,99.32162
,100.5712,-0.935770822054962,-0.3045743431860806,-0.9383470828044036,-0.3912365157653836,-0.9900484841554914,-0.6034181220595345,-0.8756066981242943,-0.1595987333667991,-1.1358331497583054,-1.1909468960658316,-0.3637843013668113,-0.3344238596656961,-0.9457327358182032,-0.9457378914476844,-0.7503003446700341,-0.5154750072659037,-1.1543668973700898,-1.1695614847107834,-0.6034181220595345,-0.6034181220595345,-0.8756367266735491,-0.8756217120672978,0.1511653085370067,-0.1890442693783219,99.8483,98.95058
,100.3328,-0.8596231137130861,-0.3046136983118073,-0.9457275801887224,-0.4007384703999435,-0.8686683745649639,-0.6034181220595345,-0.8756066981242943,-0.0075661228457248,-1.0742894563450098,-1.1763427884697513,-0.3192826486358515,-0.3489579313427803,-0.9457378914476844,-0.9457275801887224,-0.354343140966718,-0.5154750072659037,-1.2144233732532457,-1.220008344752994,-0.6034181220595345,-0.6034181220595345,-0.8756367266735491,-0.8756367266735491,-0.2137086731369258,-0.0968980088054233,99.63045,98.49242
,100.0589,-0.7831029003823375,-0.2748334683353006,-0.8762990415692495,-0.338576971201315,-0.8475313018205116,-0.6034181220595345,-0.8755616543055399,-0.2787122195079359,-0.9434846473535974,-1.1694561030384925,-0.3492071802047428,-0.3340303084084291,-0.9457327358182032,-0.9457327358182032,-0.1932746545035598,-0.6544497303428891,-1.091767079279294,-1.3722916273498451,-0.6034181220595345,-0.6034181220595345,-0.8756367266735491,-0.8756367266735491,-0.2480431192267908,-0.3123345419213478,99.32162,98.04234
,99.8483,-0.6660750591196288,-0.2897123123955806,-0.9457275801887224,0.202627940959378,-0.6419042789324476,-0.6034181220595345,-0.8755466396992885,-0.3556564527505289,-0.935770822054962,-1.1358331497583054,-0.3045743431860806,-0.3637843013668113,-0.9383470828044036,-0.9457327358182032,-0.3912365157653836,-0.7503003446700341,-0.9900484841554914,-1.1543668973700898,-0.6034181220595345,-0.6034181220595345,-0.8756066981242943,-0.8756367266735491,-0.1595987333667991,0.1511653085370067,98.95058,97.69081
,99.63045,-0.7385513605970231,-0.2152824329335518,-0.9457224245592414,-0.249108560081419,-0.8300572712461969,-0.6034181220595345,-0.8756066981242943,-0.2040346776980668,-0.8596231137130861,-1.0742894563450098,-0.3046136983118073,-0.3192826486358515,-0.9457275801887224,-0.9457378914476844,-0.4007384703999435,-0.354343140966718,-0.8686683745649639,-1.2144233732532457,-0.6034181220595345,-0.6034181220595345,-0.8756066981242943,-0.8756367266735491,-0.0075661228457248,-0.2137086731369258,98.49242,97.58231
,99.32162,-0.7632532252971682,-0.1855022029570452,-0.9457224245592414,-0.357538629041218,-0.9870031836152594,-0.6034181220595345,-0.8755916835180428,-0.303565448338388,-0.7831029003823375,-0.9434846473535974,-0.2748334683353006,-0.3492071802047428,-0.8762990415692495,-0.9457327358182032,-0.338576971201315,-0.1932746545035598,-0.8475313018205116,-1.091767079279294,-0.6034181220595345,-0.6034181220595345,-0.8755616543055399,-0.8756367266735491,-0.2787122195079359,-0.2480431192267908,98.04234,97.66558
,98.95058,-0.8155241980267897,-0.2003941651249274,-0.8531408211315353,-0.103806243383664,-0.9530657522872552,-0.6034181220595345,-0.8756217120672978,-0.4155668879017649,-0.6660750591196288,-0.935770822054962,-0.2897123123955806,-0.3045743431860806,-0.9457275801887224,-0.9383470828044036,0.202627940959378,-0.3912365157653836,-0.6419042789324476,-0.9900484841554914,-0.6034181220595345,-0.6034181220595345,-0.8755466396992885,-0.8756066981242943,-0.3556564527505289,-0.1595987333667991,97.69081,97.67867
,98.49242,-0.8434433520731981,-0.3344238596656961,-0.8531356658869464,-0.2090619513296726,-1.032115884779665,-0.6034181220595345,-0.8756066981242943,-0.3843502052470997,-0.7385513605970231,-0.8596231137130861,-0.2152824329335518,-0.3046136983118073,-0.9457224245592414,-0.9457275801887224,-0.249108560081419,-0.4007384703999435,-0.8300572712461969,-0.8686683745649639,-0.6034181220595345,-0.6034181220595345,-0.8756066981242943,-0.8756066981242943,-0.2040346776980668,-0.0075661228457248,97.58231,97.41298
,98.04234,-0.8572167229357159,-0.2748465872458229,-0.8531356658869464,-0.3975429836715448,-1.1356133157787522,-0.6034181220595345,-0.8756217120672978,-0.4286098462164037,-0.7632532252971682,-0.7831029003823375,-0.1855022029570452,-0.2748334683353006,-0.9457224245592414,-0.8762990415692495,-0.357538629041218,-0.338576971201315,-0.9870031836152594,-0.8475313018205116,-0.6034181220595345,-0.6034181220595345,-0.8755916835180428,-0.8755616543055399,-0.303565448338388,-0.2787122195079359,97.66558,97.16837
,97.69081,-0.8653045466424241,-0.2897647856289095,-0.8762835750656988,-0.2459341990676287,-1.2516666374619023,-0.6034181220595345,-0.8755916835180428,-0.4154642528853011,-0.8155241980267897,-0.6660750591196288,-0.2003941651249274,-0.2897123123955806,-0.8531408211315353,-0.9457275801887224,-0.103806243383664,0.202627940959378,-0.9530657522872552,-0.6419042789324476,-0.6034181220595345,-0.6034181220595345,-0.8756217120672978,-0.8755466396992885,-0.4155668879017649,-0.3556564527505289,97.67867,97.03234
,97.58231,-0.6758024146818069,-0.3344500966838206,-0.8226124145684641,-0.1932746545035598,-1.0380604143169478,-0.6034181220595345,-0.8756217120672978,-0.3210647413284538,-0.8434433520731981,-0.7385513605970231,-0.3344238596656961,-0.2152824329335518,-0.8531356658869464,-0.9457224245592414,-0.2090619513296726,-0.249108560081419,-1.032115884779665,-0.8300572712461969,-0.6034181220595345,-0.6034181220595345,-0.8756066981242943,-0.8756066981242943,-0.3843502052470997,-0.2040346776980668,97.41298,96.9688
