date,cci,indiesleaze_skinnyjeans,indiesleaze_cheetahprint,indiesleaze_furcoat,indiesleaze_leatherskirt,indiesleaze_discopants,lipstickindex_lipstick,lipstickindex_lip_stick,lipstickindex_lipgloss,lipstickindex_lipliner,lipstickindex_liptint,maxiskirt_maxiskirt,maxiskirt_longskirt,maxiskirt_bohoskirt,maxiskirt_maxidress,maxiskirt_longdress,bigbag_hobobag,bigbag_oversizedbag,bigbag_totebag,bigbag_neverfull,bigbag_balenciagacitybag,highheelindex_highheels,highheelindex_stilletoheel,highheelindex_platforms,highheelindex_platformheels,highheelindex_pumps,peplums_peplum,peplums_peplumtops,peplums_peplumdress,peplums_rufflewaist,peplums_peplumblazer,blazers_blazer,blazers_womensblazer,blazers_oversizedblazer,blazers_boyfriendblazer,blazers_croppedblazer,mini_miniskirt,mini_minidress,mini_micromini,mini_microshort,mini_micominiskirt,indiesleaze_score,lipstickindex_score,maxiskirt_score,bigbag_score,highheelindex_score,peplums_score,blazers_score,mini_score
,99.32162,212.02,90.458,117.025,22.917,3.309,1123767.0,133.012,179.721,10.753,0.0,0.0,42.113,0.0,12.676,133.949,47.297,6.543,188.337,6.327,0.0,385.998,1.51,113.528,10.793,639.623,7.668,0.0,0.0,0,0.0,588.583,0.0,0.0,0.0,0.0,147.058,3.736,161.958,5.763,6.147,-0.7632532252971682,-0.1855022029570452,-0.9457224245592414,-0.357538629041218,-0.9870031836152594,-0.6034181220595345,-0.8755916835180428,-0.30356544833838806
,98.95058,212.02,74.011,78.017,26.191,2.515,1011390.0,128.981,179.721,16.13,0.0,0.0,54.499,6.095,25.352,147.344,54.687,4.58,188.337,10.545,8.021,400.844,1.785,82.963,17.269,672.85,7.668,0.0,0.0,0,0.0,543.308,0.0,0.0,0.0,0.0,156.249,2.772,172.296,5.32,7.201,-0.8155241980267897,-0.20039416512492741,-0.8531408211315353,-0.10380624338366409,-0.9530657522872552,-0.6034181220595345,-0.8756217120672978,-0.41556688790176494
,98.49242,190.274,82.235,65.014,19.643,0.0,449.507,92.705,163.383,10.753,3.35,0.0,54.499,6.095,50.705,160.738,51.731,5.234,204.032,6.327,6.096,408.267,2.06,82.963,15.111,706.077,3.834,0.0,0.0,0,0.0,565.945,0.0,0.0,0.0,0.0,147.058,3.013,165.404,8.866,5.093,-0.8434433520731981,-0.33442385966569615,-0.8531356658869464,-0.20906195132967262,-1.032115884779665,-0.6034181220595345,-0.8756066981242943,-0.3843502052470997
,98.04234,190.274,82.235,65.014,13.095,2.118,337.13,108.828,179.721,10.753,4.467,0.0,54.499,6.095,76.057,160.738,45.819,4.58,204.032,12.654,5.775,393.421,2.197,78.596,15.111,755.918,7.668,0.0,0.0,0,0.0,543.308,0.0,0.0,0.0,0.0,147.058,2.772,206.756,7.315,6.323,-0.8572167229357159,-0.2748465872458229,-0.8531356658869464,-0.39754298367154484,-1.1356133157787522,-0.6034181220595345,-0.8756217120672978,-0.42860984621640374
,97.69081,179.402,82.235,52.011,19.643,2.382,337.13,104.797,147.045,16.13,3.35,0.0,47.068,4.571,126.763,160.738,50.253,7.197,204.032,14.763,0.0,385.998,1.922,78.596,17.269,805.758,7.668,0.0,0.0,0,0.0,588.583,0.0,0.0,0.0,0.0,156.249,3.254,217.093,4.211,5.269,-0.8653045466424241,-0.28976478562890956,-0.8762835750656988,-0.2459341990676287,-1.2516666374619023,-0.6034181220595345,-0.8755916835180428,-0.41546425288530114
,97.58231,255.511,90.458,65.014,22.917,0.0,337.13,92.705,130.706,10.753,4.467,6.737,52.022,7.619,126.763,147.344,51.731,5.889,219.727,16.872,0.0,363.729,2.197,78.596,15.111,714.384,0.0,0.0,0.0,0,0.0,543.308,0.0,0.0,0.0,0.0,165.44,2.892,217.093,5.985,7.903,-0.6758024146818069,-0.33445009668382064,-0.8226124145684641,-0.19327465450355988,-1.0380604143169478,-0.6034181220595345,-0.8756217120672978,-0.32106474132845386
,97.66558,320.749,115.129,78.017,26.191,2.25,449.507,104.797,130.706,16.13,3.35,0.0,54.499,6.095,101.41,147.344,56.165,5.561,235.422,23.199,0.0,378.575,1.922,82.963,17.269,656.236,7.668,0.0,0.0,0,0.0,543.308,0.0,0.0,0.0,0.0,165.44,3.615,199.864,7.98,4.917,-0.44899821148386326,-0.28977790453943175,-0.8531408211315353,-0.035338274932772834,-0.9004771316986261,-0.6034181220595345,-0.8756217120672978,-0.2331981094287785
,97.67867,293.566,123.352,91.02,45.834,2.118,1348521.0,149.135,114.368,16.13,4.467,6.737,54.499,6.095,50.705,147.344,41.385,5.234,188.337,16.872,0.0,445.382,2.334,117.894,17.269,639.623,11.502,0.0,0.0,0,0.0,565.945,0.0,0.0,0.0,0.0,202.205,3.495,158.512,3.546,6.498,-0.4327621904574708,-0.12599052187810306,-0.8457603237472165,-0.539713193476929,-0.8206587931515567,-0.6034181220595345,-0.8756066981242943,-0.17123550901555679
,97.41298,320.749,115.129,156.034,45.834,3.309,1123767.0,133.012,130.706,16.13,3.35,0.0,56.977,0.0,25.352,174.133,42.863,4.907,156.948,14.763,0.0,430.536,3.021,117.894,25.904,639.623,7.668,0.0,0.0,0,0.0,656.497,0.0,0.0,0.0,0.0,193.014,3.736,175.742,4.211,8.957,-0.4076802023432955,-0.18554155808277187,-0.9457069580556905,-0.4934234966550491,-0.6396274890613999,-0.6034181220595345,-0.8755466396992885,-0.07689057362428672
,97.16837,353.367,139.799,221.048,52.382,2.515,1236144.0,133.012,147.045,10.753,4.467,0.0,59.454,0.0,25.352,147.344,50.253,4.58,204.032,25.309,0.0,408.267,2.06,87.329,19.428,531.634,7.668,0.0,0.0,0,0.0,679.135,0.0,0.0,0.0,0.0,156.249,3.254,206.756,5.32,9.133,-0.2395845374059003,-0.18552843917224962,-0.9457172689297605,-0.23016653416995772,-0.5658994469802696,-0.6034181220595345,-0.8755316250930371,-0.27451783601208823
,97.03234,396.858,115.129,273.06,32.738,2.912,899.014,116.889,179.721,16.13,3.35,0.0,56.977,4.571,25.352,147.344,59.121,8.506,219.727,21.09,3.85,371.152,1.648,61.13,15.111,531.634,7.668,0.0,0.0,0,0.0,747.048,0.0,0.0,0.0,0.0,165.44,3.013,223.985,7.315,6.85,-0.28218852818632,-0.24506635726931625,-0.8762887303102876,0.06045773115399407,-0.663191816101654,-0.6034181220595345,-0.8754865819375307,-0.2980353947303865
,96.9688,320.749,131.576,195.042,32.738,2.25,1011390.0,128.981,147.045,16.13,2.233,0.0,52.022,7.619,50.705,160.738,44.341,3.926,188.337,21.09,3.529,378.575,1.785,56.764,17.269,581.475,7.668,0.0,0.0,0,0.0,633.859,0.0,0.0,3.046,0.0,156.249,2.892,186.08,6.206,8.43,-0.3760692859074507,-0.20042040134013184,-0.8299877567081941,-0.43443635847021067,-0.7384488993216758,-0.6034181220595345,-0.8755616543055399,-0.33659666664375265
,96.97824,304.439,115.129,117.025,29.464,3.044,449.507,104.797,147.045,16.13,3.35,0.0,56.977,9.143,88.734,187.528,38.429,7.525,172.643,18.981,0.0,423.113,2.334,65.497,17.269,598.089,7.668,0.0,0.0,352,0.0,611.221,0.0,0.0,6.474,0.0,137.867,2.772,175.742,8.645,7.903,-0.4749094429124006,-0.28976478562890956,-0.8068295362704798,-0.6355514523390138,-0.7231058916897524,-0.09022705551898337,-0.8755766689117914,-0.38581869938814845
,97.20629,320.749,106.905,78.017,26.191,1.985,449.507,96.736,147.045,16.13,3.35,6.737,54.499,6.095,152.115,187.528,41.385,3.926,188.337,16.872,0.0,430.536,2.197,69.863,21.587,656.236,11.502,0.0,2.122,0,0.0,656.497,0.0,0.0,8.759,0.0,165.44,3.977,186.08,6.871,8.079,-0.4785788389973965,-0.3195450156054162,-0.8457448572436657,-0.539713193476929,-0.8167381967298539,-0.5723336116045755,-0.8755466396992885,-0.10434631811895369
,97.66534,288.13,98.682,65.014,22.917,2.912,337.13,100.767,147.045,16.13,4.467,6.737,49.545,10.667,190.144,200.923,47.297,5.234,188.337,18.981,0.0,437.959,2.609,65.497,21.587,681.156,7.668,0.0,0.0,0,0.0,656.497,0.0,0.0,14.852,0.0,165.44,3.495,182.634,6.871,6.323,-0.5806321711221382,-0.30465305343753407,-0.7762959740779276,-0.33861922532273436,-0.8344704108965396,-0.6034181220595345,-0.8755466396992885,-0.24022222569257917
,98.12306,337.058,106.905,52.011,26.191,2.647,337.13,100.767,147.045,16.13,3.35,13.474,56.977,7.619,215.497,187.528,47.297,5.561,188.337,18.981,0.0,452.805,2.06,65.497,21.587,730.997,7.668,0.0,0.0,308,0.0,588.583,0.0,0.0,9.14,0.0,165.44,2.892,182.634,4.876,7.903,-0.4457850363640717,-0.30465305343753407,-0.8152164506805946,-0.33861922532273436,-1.0058994701161794,-0.15437593883655223,-0.8755916835180428,-0.348437126171997
,98.46567,364.24,98.682,65.014,22.917,2.647,337.13,88.675,147.045,16.13,4.467,13.474,49.545,7.619,215.497,147.344,48.775,8.833,188.337,21.09,0.0,475.075,1.648,65.497,21.587,747.611,7.668,0.0,0.0,0,0.0,588.583,0.0,0.0,8.759,0.0,165.44,3.856,189.526,5.763,5.796,-0.42759174446064113,-0.3493252455819229,-0.8152319171841453,-0.2859808078193751,-1.085720157411298,-0.6034181220595345,-0.8755916835180428,-0.21995085042138063
,98.68877,396.858,90.458,65.014,26.191,4.368,337.13,92.705,147.045,16.13,4.467,6.737,47.068,6.095,177.468,133.949,47.297,5.234,204.032,21.09,0.0,408.267,2.06,65.497,23.745,722.69,11.502,0.0,0.0,0,0.0,588.583,0.0,0.0,14.471,0.0,165.44,1.807,199.864,7.315,10.362,-0.38469808127626587,-0.3344369777732984,-0.8457654793766975,-0.33544486430894405,-0.9581480722951432,-0.6034181220595345,-0.8755916835180428,-0.4056375585217388
,98.89773,532.769,98.682,78.017,29.464,3.309,337.13,100.767,130.706,16.13,4.467,6.737,52.022,6.095,101.41,147.344,48.775,8.179,219.727,23.199,0.0,452.805,1.922,61.13,23.745,681.156,7.668,0.0,3.183,0,0.0,679.135,0.0,0.0,30.466,0.0,183.823,2.169,192.972,5.763,7.201,-0.07494582108879048,-0.30466617234805626,-0.8457603237472165,-0.2827853197448752,-0.8742607170351406,-0.5567913563770961,-0.8755316250930371,-0.4006136378445345
,99.11938,451.223,106.905,104.022,39.286,3.971,337.13,92.705,130.706,16.13,4.467,0.0,56.977,9.143,63.381,174.133,42.863,5.889,172.643,23.199,0.0,467.652,1.785,65.497,25.904,631.316,11.502,0.0,3.183,0,0.0,679.135,0.0,0.0,38.083,2.826,183.823,3.374,179.188,8.866,9.66,-0.1886797580937764,-0.33445009668382064,-0.8068346918999607,-0.48078943378201694,-0.7425122006529608,-0.5567913563770961,-0.6767280109317151,-0.041093114990879316
,99.21873,472.968,106.905,169.037,45.834,6.221,449.507,100.767,147.045,21.507,4.467,0.0,61.931,3.047,38.028,214.318,45.819,4.58,156.948,16.872,0.0,452.805,1.922,69.863,25.904,631.316,11.502,0.0,2.122,0,0.0,792.324,0.0,0.0,35.036,0.0,193.014,2.772,189.526,5.541,7.552,-0.1311819873133207,-0.30465305343753407,-0.8994108617265272,-0.39129989560141126,-0.7289456801482732,-0.5723336116045755,-0.8754565527250278,-0.2538845051276235
,99.24712,472.968,106.905,195.042,42.56,3.441,337.13,108.828,163.383,16.13,3.35,6.737,54.499,3.047,25.352,187.528,47.297,5.889,172.643,25.309,0.0,452.805,1.922,69.863,21.587,589.782,11.502,0.0,0.0,0,0.0,769.686,0.0,0.0,32.37,0.0,193.014,5.544,203.31,7.98,7.903,-0.1380686727445796,-0.27485970535342513,-0.8920406756011702,-0.3291791540458329,-0.6878865605966762,-0.6034181220595345,-0.8754715673312792,0.3012260066922982
,99.30729,543.642,115.129,286.062,39.286,3.309,449.507,120.92,179.721,21.507,4.467,0.0,52.022,6.095,25.352,187.528,57.643,6.543,235.422,35.854,3.85,423.113,1.922,61.13,25.904,556.555,11.502,0.0,2.122,0,0.0,928.151,0.0,0.0,34.655,0.0,165.44,1.807,223.985,7.536,8.782,0.02673509871457859,-0.230174395101434,-0.8531253546279844,0.03306780746825741,-0.553350927266635,-0.5723336116045755,-0.875366465750767,-0.4466235545695542
,99.37518,391.422,115.129,182.04,29.464,3.706,449.507,96.736,163.383,21.507,3.35,6.737,56.977,6.095,38.028,200.923,42.863,5.561,172.643,27.418,3.529,415.69,1.648,61.13,25.904,614.702,15.336,0.0,3.183,0,0.0,724.41,0.0,0.0,31.228,0.0,156.249,2.772,199.864,7.093,8.782,-0.3000058109021919,-0.31953189749781397,-0.8457397016141847,-0.47448147074358776,-0.717056621073707,-0.5567913563770961,-0.875501596543782,-0.3253355067630665
,99.39132,380.549,115.129,117.025,29.464,4.368,449.507,96.736,147.045,21.507,4.467,6.737,54.499,7.619,63.381,214.318,41.385,3.926,172.643,31.636,4.813,437.959,1.648,69.863,30.222,631.316,19.17,0.0,4.244,0,0.0,701.772,0.0,0.0,31.228,0.0,137.867,2.892,172.296,5.098,4.917,-0.3218690162509038,-0.3195450156054162,-0.8225866368059513,-0.5176601863877052,-0.6995718528953658,-0.5412491011496166,-0.8755166111500335,-0.5401548991739306
,99.38895,353.367,115.129,78.017,29.464,3.309,449.507,108.828,179.721,21.507,5.584,6.737,56.977,7.619,88.734,227.713,44.341,4.907,172.643,33.745,5.134,475.075,1.373,74.23,32.38,730.997,15.336,0.0,2.122,0,0.0,769.686,0.0,0.0,33.132,2.826,137.867,3.374,179.188,6.65,6.85,-0.3765260242329404,-0.2748465872458229,-0.8225814811764703,-0.4155365853340674,-0.9326891260822905,-0.5723336116045755,-0.6766679531699573,-0.36076992486320497
,99.36604,347.931,90.458,65.014,16.369,3.044,449.507,104.797,163.383,26.884,4.467,6.737,61.931,9.143,126.763,241.108,47.297,6.216,188.337,31.636,0.0,460.229,2.472,74.23,34.539,739.304,11.502,0.0,3.183,0,0.0,701.772,0.0,0.0,30.085,2.826,156.249,3.133,175.742,6.871,5.093,-0.5037395454700172,-0.2897516675213073,-0.799428416368237,-0.3196983264719827,-0.8151175008642759,-0.5567913563770961,-0.6767129969887116,-0.37613608256404973
,99.31453,309.876,106.905,65.014,22.917,2.382,449.507,104.797,163.383,16.13,5.584,6.737,61.931,10.667,164.792,214.318,42.863,4.58,188.337,33.745,5.775,467.652,2.06,87.329,36.698,772.531,11.502,0.0,3.183,0,0.0,633.859,0.0,0.0,21.707,0.0,165.44,4.097,189.526,10.64,5.796,-0.5073287297773673,-0.2897516675213073,-0.7762908184484467,-0.4650006431697376,-0.9057045053641455,-0.5567913563770961,-0.8755616543055399,-0.05744551248219206
,99.26768,282.694,82.235,52.011,19.643,3.177,449.507,108.828,147.045,21.507,4.467,13.474,54.499,9.143,177.468,187.528,42.863,4.907,188.337,31.636,5.454,445.382,2.197,78.596,30.222,714.384,7.668,0.0,3.183,0,0.0,520.67,394.0,0.0,19.041,0.0,174.632,11.69,206.756,9.31,6.85,-0.6576071119988907,-0.27487282346102737,-0.7920685415018421,-0.46815387712281825,-0.8403125481031096,-0.5567913563770961,-0.8756367266735491,1.304577408260014
,99.21994,293.566,98.682,65.014,22.917,2.25,449.507,96.736,130.706,21.507,4.467,13.474,52.022,9.143,139.439,160.738,39.907,5.561,188.337,35.854,4.171,415.69,1.785,65.497,28.063,614.702,7.668,0.0,3.183,0,0.0,520.67,0.0,0.0,17.899,2.261,165.44,3.254,199.864,7.536,6.147,-0.5697015738375252,-0.3195581345159384,-0.7920788527608041,-0.5608177763172142,-0.6752366664378783,-0.5567913563770961,-0.7165797657327323,-0.27111282985682117
,99.23846,364.24,115.129,78.017,26.191,3.044,449.507,104.797,147.045,21.507,4.467,13.474,56.977,7.619,88.734,174.133,42.863,7.525,204.032,35.854,0.0,415.69,1.922,65.497,30.222,598.089,11.502,0.0,3.183,0,0.0,656.497,0.0,0.0,19.041,2.261,174.632,2.892,196.418,6.871,4.742,-0.36154740086850173,-0.28976478562890956,-0.8152216063100756,-0.46182628215594734,-0.594396960466157,-0.5567913563770961,-0.7164896787584715,-0.3556266340614618
,99.2652,277.257,115.129,91.02,39.286,2.118,449.507,96.736,114.368,16.13,4.467,6.737,138.726,6.095,63.381,200.923,38.429,3.598,156.948,29.527,2.887,452.805,1.648,65.497,32.38,581.475,19.17,0.0,3.183,0,0.0,679.135,0.0,0.0,25.135,0.0,165.44,2.651,179.188,7.315,4.215,-0.5089063946006606,-0.31957125262354064,-0.8457397016141847,-0.6198049145020523,-0.5542675536125249,-0.5567913563770961,-0.8755316250930371,-0.438769530801033
,99.30903,315.312,131.576,143.031,45.834,4.236,449.507,108.828,130.706,21.507,4.467,6.737,84.227,4.571,38.028,227.713,39.907,4.253,141.253,31.636,4.813,460.229,1.785,69.863,36.698,531.634,11.502,0.0,3.183,0,0.0,792.324,0.0,0.0,23.992,2.261,211.396,2.53,186.08,6.428,7.728,-0.35945515224651386,-0.27488594237154956,-0.8688772995339751,-0.567187624059403,-0.3671302133417797,-0.5567913563770961,-0.7163995917842108,-0.1961708313185469
,99.38902,331.621,148.023,221.048,39.286,3.044,449.507,116.889,147.045,21.507,3.35,6.737,59.454,4.571,38.028,214.318,44.341,7.852,188.337,31.636,0.0,445.382,1.648,69.863,34.539,539.941,15.336,0.0,3.183,0,0.0,814.962,0.0,0.0,22.469,2.544,174.632,3.856,182.634,5.541,6.147,-0.28127706231482646,-0.24509259348452067,-0.8688824551634561,-0.4186686935725397,-0.4284612180195793,-0.5567913563770961,-0.6964760765383081,-0.17863270255812505
,99.42262,353.367,156.246,325.071,36.012,2.647,561.883,141.073,196.06,21.507,2.233,13.474,76.795,4.571,25.352,241.108,51.731,8.833,219.727,46.399,3.529,460.229,2.334,56.764,36.698,506.714,19.17,0.0,4.244,0,0.0,837.599,0.0,0.0,22.85,3.109,193.014,3.254,203.31,7.98,6.323,-0.21486030640131434,-0.15570885407001622,-0.8614916465201753,-0.14912788402816335,-0.2542343042480519,-0.5412491011496166,-0.6567144093747997,-0.14554679984684027
,99.38183,375.113,189.14,234.051,36.012,2.382,561.883,124.951,196.06,26.884,4.467,20.211,81.749,7.619,76.057,241.108,44.341,6.216,188.337,40.072,3.85,549.305,2.06,65.497,38.857,581.475,15.336,0.0,4.244,209,0.0,814.962,0.0,0.0,23.23,3.109,165.44,2.651,223.985,6.65,5.62,-0.05281857938212993,-0.2152693140230296,-0.8078153307783518,-0.40605575776021724,-0.4287086640079238,-0.2365419053911644,-0.6567294233178033,-0.41388611295814975
,99.27272,315.312,213.811,143.031,29.464,3.044,561.883,124.951,179.721,32.261,4.467,40.422,81.749,9.143,114.086,254.503,42.863,9.16,188.337,37.963,2.887,586.42,1.648,69.863,47.491,639.623,19.17,0.0,5.306,0,0.0,792.324,0.0,0.0,19.803,1.978,165.44,2.048,196.418,7.315,6.85,-0.098100288598406,-0.21528243293355184,-0.7625207738171621,-0.45869417526357636,-0.49309468894443237,-0.52569219723672,-0.7363080924238619,-0.46673428398188516
,99.04582,304.439,230.258,78.017,29.464,4.103,561.883,124.951,196.06,26.884,5.584,53.896,74.318,9.143,215.497,267.898,47.297,5.561,188.337,42.181,4.492,608.69,2.06,69.863,51.809,689.463,19.17,0.0,5.306,220,0.0,747.048,0.0,0.0,17.137,3.109,165.44,2.651,182.634,7.536,3.337,-0.0608058357862373,-0.2152693140230296,-0.7477546234190435,-0.30393215670657964,-0.5128508362266985,-0.20494778064887564,-0.6567744671365576,-0.45912173531550776
,98.91441,277.257,254.929,65.014,29.464,2.779,561.883,124.951,179.721,26.884,5.584,67.37,71.84,12.191,240.85,294.688,41.385,5.889,204.032,33.745,5.134,608.69,1.922,74.23,56.126,656.236,19.17,0.0,5.306,231,0.0,792.324,0.0,0.0,18.66,3.674,165.44,2.41,175.742,7.758,4.742,-0.026724558093860293,-0.21528243293355184,-0.6866874990339393,-0.5144646996593066,-0.39198074909845976,-0.18891055981948338,-0.6169977847035498,-0.4544763639436587
,98.90597,255.511,238.482,65.014,26.191,3.574,561.883,124.951,163.383,26.884,6.7,80.844,84.227,12.191,278.879,267.898,42.863,6.87,172.643,40.072,2.567,571.574,1.922,74.23,56.126,764.224,19.17,0.0,5.306,242,0.0,747.048,0.0,0.0,15.233,3.392,174.632,2.53,189.526,6.206,5.971,-0.1364932089364376,-0.21529555104115408,-0.6719368155242637,-0.45556206702510404,-0.6456173533999318,-0.1728733389900912,-0.6368659664969066,-0.39920029619166875
,98.82299,222.893,246.705,65.014,26.191,2.912,561.883,108.828,163.383,26.884,5.584,80.844,74.318,10.667,342.26,214.318,42.863,6.87,188.337,37.963,5.134,519.613,1.51,74.23,45.333,814.065,15.336,0.0,4.244,165,0.0,656.497,0.0,0.0,11.805,2.826,183.823,2.169,192.972,7.093,5.444,-0.17250378355573998,-0.27485970535342513,-0.69510534722094,-0.45869417526357636,-0.9447208900664394,-0.3006907887087333,-0.6767430255379666,-0.4194297862302899
,98.58913,304.439,296.046,65.014,26.191,2.515,561.883,104.797,163.383,26.884,6.7,80.844,71.84,10.667,278.879,227.713,45.819,7.197,204.032,42.181,4.492,549.305,1.51,74.23,45.333,822.372,15.336,0.0,5.306,242,0.0,656.497,0.0,0.0,13.329,0.0,174.632,2.651,189.526,8.423,3.161,0.1689402148730114,-0.2897516675213073,-0.695100191591459,-0.35339621319614833,-0.9642319401084098,-0.1728733389900912,-0.8755466396992885,-0.40592124269143043
,98.31213,358.804,328.94,91.02,39.286,3.044,561.883,112.859,163.383,26.884,5.584,80.844,76.795,13.714,190.144,214.318,50.253,6.543,204.032,37.963,3.529,541.882,2.334,69.863,49.65,797.452,23.005,0.0,7.428,0,0.0,747.048,0.0,0.0,14.852,3.392,174.632,2.169,179.188,7.315,4.391,0.4241161962163812,-0.25996774318554294,-0.6488247177802192,-0.21124713045147403,-0.7676101823979854,-0.49460768678176115,-0.6368659664969066,-0.48137775688608175
,98.20346,358.804,370.058,143.031,52.382,3.441,561.883,120.92,147.045,26.884,5.584,94.318,76.795,9.143,152.115,267.898,42.863,5.561,172.643,40.072,2.887,616.113,1.648,74.23,49.65,797.452,30.673,2.563,6.367,154,0.0,860.237,0.0,0.0,19.422,2.544,202.205,2.772,175.742,6.206,4.039,0.599558881776711,-0.23020063131663848,-0.7034716391131308,-0.45556206702510404,-0.8355418106185376,-0.2856288503977495,-0.6964460479890533,-0.3042513865684554
,98.21943,402.295,370.058,208.045,58.929,4.633,674.26,133.012,147.045,32.261,6.7,87.581,84.227,9.143,114.086,334.872,41.385,4.253,156.948,44.29,5.454,623.536,2.472,74.23,49.65,606.395,26.839,0.0,7.428,187,1.276,973.426,0.0,0.0,20.184,4.24,220.587,3.495,175.742,6.871,5.093,0.7007809598076047,-0.18552843917224962,-0.7108263587349368,-0.498761909729931,-0.305199880223054,-0.2219749326820934,-0.5770606679007318,-0.05751130103564471
,98.35287,413.168,386.505,260.057,55.655,4.633,674.26,137.043,163.383,32.261,6.7,60.633,74.318,6.095,76.057,321.477,51.731,6.543,188.337,61.163,6.738,593.843,2.06,69.863,47.491,556.555,30.673,0.0,8.489,154,0.0,996.064,263.0,0.0,22.85,5.653,183.823,3.254,192.972,5.763,3.864,0.774915137885938,-0.17062335889676516,-0.7866493222591977,-0.1270960053457504,-0.2571902988096463,-0.25454433994279063,-0.47764384621381945,-0.3090206403221811
,98.53907,516.46,534.528,299.065,58.929,5.03,674.26,157.196,196.06,32.261,7.817,67.37,71.84,7.619,88.734,361.662,66.511,7.852,235.422,71.708,5.775,630.959,2.06,61.13,49.65,556.555,34.507,2.563,10.612,0,0.0,1177167.0,0.0,0.0,19.803,5.088,211.396,3.013,234.323,5.985,5.093,1.5219181814086549,-0.09614469975774519,-0.7561054488076836,0.38358538110456686,-0.2289368646785049,-0.4479662724139058,0.2627024190404031,-0.2001183230675712
,98.7452,434.913,633.21,247.054,52.382,7.28,786.637,169.288,163.383,37.638,7.817,80.844,74.318,12.191,139.439,361.662,50.253,5.889,204.032,56.945,7.059,675.497,2.334,78.596,60.444,606.395,42.176,3.844,10.612,220,0.0,1041340.0,0.0,0.0,17.137,4.805,174.632,2.048,199.864,7.758,4.391,1.69911982823281,-0.051498744631480756,-0.671900726502789,-0.18286652974148054,-0.17761134212122484,-0.1272218558260613,0.15270694414000827,-0.49159652989362607
,98.89159,434.913,674.328,143.031,49.108,6.089,786.637,185.411,163.383,37.638,6.7,114.53,74.318,10.667,190.144,361.662,50.253,7.197,188.337,56.945,5.454,742.304,2.334,74.23,71.237,639.623,84.352,7.689,23.347,264,0.0,1109253.0,0.0,2.09,19.803,5.088,193.014,2.651,189.526,7.536,3.688,1.840129086636845,0.008065409680790267,-0.658145053243043,-0.1828876568021902,-0.11441454433755205,0.12347803627751242,0.21765860028607484,-0.3393707806092208
,98.95768,424.041,542.752,78.017,42.56,7.413,786.637,173.319,196.06,32.261,7.817,168.426,84.227,12.191,329.584,361.662,48.775,5.561,188.337,59.054,6.738,705.189,2.06,69.863,71.237,647.929,95.854,8.97,25.469,220,1.276,996.064,0.0,0.0,16.375,3.957,193.014,2.289,179.188,8.201,4.039,1.3312332559180573,-0.036580545445474164,-0.5759531649897404,-0.2292196063993882,-0.16105628664084878,0.09041366341490244,-0.5969541539341314,-0.37592426241035914
,98.95599,407.731,526.305,78.017,36.012,6.751,674.26,165.258,196.06,37.638,5.584,222.323,86.704,16.762,430.994,388.452,50.253,4.907,188.337,75.927,5.134,742.304,2.06,74.23,75.555,672.85,107.357,11.534,36.082,297,1.276,1041340.0,0.0,0.0,14.471,5.088,193.014,2.772,175.742,9.088,4.742,1.2255064134818485,-0.06636077542198077,-0.44746924051985065,-0.15450705609219675,-0.163082568504478,0.35814070755169386,0.17261544477965943,-0.24893125316854295
,98.92139,358.804,534.528,65.014,32.738,7.148,674.26,173.319,179.721,32.261,6.7,256.008,89.181,15.238,532.405,334.872,48.775,7.525,172.643,65.381,4.813,682.92,2.197,74.23,64.761,697.77,115.025,17.941,33.959,341,1.109,860.237,0.0,0.0,9.901,3.674,174.632,2.892,172.296,7.536,3.161,1.1498153507979623,-0.036593664355996425,-0.43373528529493294,-0.21978103025475465,-0.3493009336812847,0.39119043172888673,-0.6169527415480435,-0.38568319622039626
,98.82849,353.367,518.081,78.017,29.464,7.28,674.26,161.227,163.383,37.638,7.817,282.956,94.136,15.238,545.081,281.293,47.297,7.197,219.727,61.163,4.171,630.959,2.334,69.863,60.444,631.316,111.191,19.223,35.02,242,0.0,837.599,0.0,0.0,8.378,4.522,183.823,2.772,182.634,9.31,4.215,1.0728383991417243,-0.08127897460798744,-0.4042339178906895,-0.27550930187516687,-0.23614449224713685,0.2623976994918362,-0.5573126022941387,-0.2954185766070453
,98.77732,434.913,649.657,91.02,42.56,8.339,786.637,173.319,179.721,37.638,7.817,309.904,104.045,12.191,456.347,294.688,53.209,7.852,219.727,67.49,5.454,623.536,1.785,69.863,49.65,606.395,161.036,32.039,42.449,198,1.941,792.324,0.0,0.0,10.663,3.392,202.205,3.013,192.972,8.423,3.161,1.737617430099914,-0.036593664355996425,-0.420987402164654,-0.06810886581481067,-0.37323053414072077,0.30707390013745767,-0.6368359372844036,-0.23320721683557932
,98.77785,532.769,690.775,104.022,65.477,9.134,786.637,161.227,163.383,37.638,10.051,249.271,101.567,12.191,316.908,308.082,51.731,8.506,251.117,69.599,5.134,638.382,1.922,74.23,49.65,581.475,230.051,46.136,61.551,242,2.274,973.426,0.0,1.672,14.09,3.392,183.823,2.892,186.08,8.201,4.039,2.1304849058659547,-0.08127897460798744,-0.4874067233789343,-0.11439856129058931,-0.3011332122581702,0.6510419722913252,-0.6367158217608879,-0.30698600554883676
