date,cci,indiesleaze_skinnyjeans,indiesleaze_cheetahprint,indiesleaze_furcoat,indiesleaze_leatherskirt,indiesleaze_discopants,lipstickindex_lipstick,lipstickindex_lip_stick,lipstickindex_lipgloss,lipstickindex_lipliner,lipstickindex_liptint,maxiskirt_maxiskirt,maxiskirt_longskirt,maxiskirt_bohoskirt,maxiskirt_maxidress,maxiskirt_longdress,bigbag_hobobag,bigbag_oversizedbag,bigbag_totebag,bigbag_neverfull,bigbag_balenciagacitybag,highheelindex_highheels,highheelindex_stilletoheel,highheelindex_platforms,highheelindex_platformheels,highheelindex_pumps,peplums_peplum,peplums_peplumtops,peplums_peplumdress,peplums_rufflewaist,peplums_peplumblazer,blazers_blazer,blazers_womensblazer,blazers_oversizedblazer,blazers_boyfriendblazer,blazers_croppedblazer,mini_miniskirt,mini_minidress,mini_micromini,mini_microshort,mini_micominiskirt,indiesleaze_score,lipstickindex_score,maxiskirt_score,bigbag_score,highheelindex_score,peplums_score,blazers_score,mini_score
,100.9613,141.347,74.011,182.04,42.56,4.765,0.0,92.705,114.368,16.13,4.467,0.0,49.545,0.0,0.0,107.159,41.385,0.0,156.948,0.0,0.0,400.844,4.12,82.963,17.269,681.156,7.668,0.0,0.0,0,0.0,656.497,0.0,0.0,0.0,0.0,202.205,3.977,186.08,8.201,13.524,-0.9232006929148789,-0.3344632147914229,-0.9457327358182033,-0.5649813178768919,-0.7413494508188011,-0.6034181220595345,-0.8755466396992885,0.2344357060098948
,101.0749,130.474,74.011,208.045,29.464,0.0,0.0,96.736,98.03,5.376,0.0,0.0,49.545,0.0,0.0,93.764,45.819,0.0,172.643,0.0,0.0,475.075,2.06,78.596,8.634,639.623,7.668,0.0,0.0,0,0.0,656.497,0.0,0.0,0.0,0.0,174.632,3.736,210.202,5.985,8.957,-0.9726106399886265,-0.3195843707311429,-0.9457378914476844,-0.41650464016534655,-0.9607924843334216,-0.6034181220595345,-0.8755466396992885,-0.10605802415738824
,101.1291,119.601,57.564,260.057,22.917,0.0,0.0,108.828,147.045,16.13,0.0,0.0,49.545,0.0,0.0,93.764,67.989,7.197,219.727,0.0,0.0,519.613,1.51,56.764,8.634,564.861,3.834,0.0,0.0,0,0.0,724.41,0.0,0.0,0.0,0.0,183.823,4.338,241.215,6.206,7.201,-1.067402770913751,-0.27487282346102737,-0.9457378914476844,0.32583649292485933,-0.8396595161167137,-0.6034181220595345,-0.875501596543782,-0.010500331695672622
,101.1371,97.855,57.564,156.034,22.917,0.0,0.0,84.644,114.368,10.753,0.0,0.0,37.159,0.0,0.0,107.159,41.385,4.253,172.643,0.0,0.0,564.151,1.51,61.13,12.952,656.236,0.0,0.0,0.0,0,0.0,565.945,0.0,0.0,0.0,0.0,137.867,3.615,206.756,4.876,0.0,-1.1111291816111746,-0.3642434447679295,-0.9457327358182033,-0.5649601908161823,-0.9977695008200103,-0.6034181220595345,-0.8756066981242943,-0.563765978068505
,101.0739,97.855,57.564,156.034,19.643,0.0,0.0,84.644,130.706,10.753,0.0,0.0,42.113,0.0,0.0,107.159,39.907,0.0,156.948,0.0,0.0,489.921,1.922,65.497,10.793,589.782,7.668,0.0,0.0,0,0.0,520.67,0.0,0.0,0.0,0.0,128.676,2.651,186.08,8.645,10.538,-1.1180158670424334,-0.3642303266603273,-0.9457327358182033,-0.6144665014271705,-0.8291406449003073,-0.6034181220595345,-0.8756367266735491,-0.3659981134270962
,100.9943,97.855,41.117,78.017,13.095,0.0,0.0,92.705,163.383,10.753,3.35,0.0,37.159,0.0,0.0,93.764,42.863,4.253,172.643,0.0,0.0,437.959,1.922,65.497,8.634,722.69,7.668,0.0,0.0,0,0.0,543.308,0.0,0.0,0.0,0.0,128.676,5.061,189.526,0.0,9.484,-1.1909468960658316,-0.33442385966569615,-0.9457378914476844,-0.5154750072659037,-1.1695614847107834,-0.6034181220595345,-0.8756217120672978,-0.18904426937832197
,100.9702,86.982,49.341,52.011,16.369,0.0,0.0,88.675,604.518,16.13,3.35,0.0,42.113,0.0,12.676,120.554,42.863,4.58,172.643,0.0,0.0,415.69,1.236,65.497,12.952,739.304,0.0,0.0,0.0,0,0.0,520.67,0.0,0.0,0.0,0.0,156.249,4.338,192.972,4.211,9.66,-1.1763427884697513,-0.3489579313427803,-0.9457275801887224,-0.5154750072659037,-1.2200083447529941,-0.6034181220595345,-0.8756367266735491,-0.09689800880542335
,100.9881,86.982,49.341,52.011,19.643,0.0,0.0,92.705,653.533,16.13,3.35,0.0,44.59,0.0,12.676,107.159,38.429,3.598,188.337,6.327,0.0,378.575,1.648,74.23,8.634,797.452,7.668,0.0,0.0,0,0.0,520.67,0.0,0.0,0.0,0.0,147.058,3.615,192.972,3.546,8.43,-1.1694561030384925,-0.3340303084084291,-0.9457327358182033,-0.6544497303428891,-1.3722916273498453,-0.6034181220595345,-0.8756367266735491,-0.31233454192134785
,100.9631,92.419,57.564,52.011,16.369,0.0,0.0,84.644,686.21,10.753,4.467,0.0,44.59,0.0,12.676,107.159,35.472,4.58,188.337,8.436,6.096,341.46,2.884,74.23,12.952,780.838,3.834,0.0,0.0,0,0.0,520.67,0.0,0.0,0.0,0.0,174.632,4.82,217.093,6.428,10.889,-1.1358331497583054,-0.36378430136681134,-0.9457327358182033,-0.7503003446700341,-1.1543668973700898,-0.6034181220595345,-0.8756367266735491,0.15116530853700677
,100.9196,119.601,57.564,65.014,19.643,0.0,0.0,96.736,473.811,16.13,0.0,0.0,42.113,0.0,12.676,93.764,47.297,5.561,219.727,8.436,0.0,393.421,1.51,74.23,17.269,772.531,0.0,0.0,0.0,0,0.0,520.67,0.0,0.0,0.0,0.0,156.249,4.097,213.647,6.206,5.444,-1.0742894563450098,-0.3192826486358515,-0.9457378914476844,-0.35434314096671804,-1.2144233732532457,-0.6034181220595345,-0.8756367266735491,-0.21370867313692585
,100.7676,163.092,65.788,78.017,26.191,0.0,337.13,88.675,294.09,16.13,4.467,0.0,42.113,0.0,12.676,107.159,51.731,6.543,219.727,16.872,7.701,363.729,2.334,74.23,12.952,730.997,7.668,0.0,0.0,0,0.0,520.67,0.0,0.0,0.0,0.0,165.44,3.374,192.972,5.32,8.079,-0.9434846473535974,-0.3492071802047428,-0.9457327358182033,-0.19327465450355988,-1.091767079279294,-0.6034181220595345,-0.8756367266735491,-0.24804311922679087
,100.5712,152.219,74.011,91.02,26.191,2.779,337.13,100.767,245.075,10.753,3.35,6.737,44.59,0.0,12.676,120.554,45.819,6.87,204.032,16.872,0.0,363.729,1.785,74.23,12.952,664.543,11.502,0.0,0.0,0,0.0,565.945,0.0,0.0,0.0,0.0,220.587,3.736,189.526,7.093,0.0,-0.9357708220549619,-0.3045743431860806,-0.9383470828044035,-0.3912365157653836,-0.9900484841554914,-0.6034181220595345,-0.8756066981242943,-0.1595987333667991
,100.3328,168.529,82.235,143.031,32.738,3.441,449.507,100.767,196.06,16.13,2.233,0.0,49.545,0.0,0.0,120.554,45.819,5.889,172.643,10.545,0.0,385.998,2.746,87.329,19.428,689.463,3.834,0.0,0.0,0,0.0,565.945,0.0,0.0,0.0,0.0,193.014,4.459,172.296,3.99,7.201,-0.8596231137130861,-0.30461369831180735,-0.9457275801887224,-0.4007384703999435,-0.8686683745649639,-0.6034181220595345,-0.8756066981242943,-0.00756612284572483
,100.0589,206.584,82.235,221.048,32.738,0.0,337.13,108.828,196.06,10.753,3.35,0.0,52.022,4.571,0.0,120.554,47.297,0.0,219.727,18.981,0.0,363.729,1.648,78.596,12.952,598.089,3.834,0.0,0.0,0,0.0,633.859,0.0,0.0,0.0,0.0,165.44,3.374,220.539,5.541,6.85,-0.7831029003823375,-0.27483346833530065,-0.8762990415692495,-0.338576971201315,-0.8475313018205116,-0.6034181220595345,-0.8755616543055399,-0.2787122195079359
,99.8483,250.075,90.458,286.062,32.738,2.515,337.13,104.797,212.398,10.753,3.35,0.0,56.977,0.0,0.0,120.554,63.555,7.525,235.422,16.872,0.0,348.883,2.06,69.863,15.111,539.941,0.0,0.0,0.0,0,0.0,656.497,0.0,0.0,0.0,0.0,165.44,2.772,241.215,7.315,6.323,-0.6660750591196288,-0.2897123123955806,-0.9457275801887224,0.202627940959378,-0.6419042789324476,-0.6034181220595345,-0.8755466396992885,-0.35565645275052893
,99.63045,217.456,90.458,169.037,29.464,0.0,449.507,124.951,179.721,16.13,4.467,0.0,47.068,0.0,12.676,133.949,50.253,5.561,188.337,12.654,5.454,371.152,1.648,109.161,17.269,614.702,7.668,0.0,0.0,0,0.0,565.945,0.0,0.0,0.0,0.0,147.058,3.374,210.202,7.758,10.011,-0.7385513605970231,-0.21528243293355184,-0.9457224245592414,-0.24910856008141902,-0.8300572712461969,-0.6034181220595345,-0.8756066981242943,-0.20403467769806682
