cci,trend_score,indicator
99.63353,-0.1650107817187789,Maxiskirt
99.58079,-0.2914558160180128,Maxiskirt
99.50854,-0.4568264829342866,Maxiskirt
99.53588,-0.4853328397037083,Maxiskirt
99.62159,-0.4917120756917121,Maxiskirt
99.67623,-0.3159167000964641,Maxiskirt
99.72331,-0.2337340275852191,Maxiskirt
99.81053,0.0433877016600115,Maxiskirt
99.91844,0.2741815832539476,Maxiskirt
99.9707,0.4405434778943413,Maxiskirt
99.98325,0.2519936908205545,Maxiskirt
99.96016,0.1107464167168352,Maxiskirt
99.94144,-0.00631559740545,Maxiskirt
99.95289,-0.2726341596416211,Maxiskirt
100.0072,-0.2622135110752236,Maxiskirt
100.1152,-0.4138556555979355,Maxiskirt
100.3015,-0.4054738968173018,Maxiskirt
100.5061,-0.1139644755040381,Maxiskirt
100.6415,-0.0770557374360588,Maxiskirt
100.7004,0.2188404299749895,Maxiskirt
100.6971,0.3147673693550064,Maxiskirt
100.6304,0.2906024539198372,Maxiskirt
100.5792,0.1704655726976699,Maxiskirt
100.4717,0.1124320707614921,Maxiskirt
100.3844,0.037630990766578,Maxiskirt
100.3574,-0.0307444525750033,Maxiskirt
100.4646,-0.1592074765553102,Maxiskirt
100.6011,-0.3813089817670247,Maxiskirt
100.6466,-0.33501316340952,Maxiskirt
100.578,0.0722873597074228,Maxiskirt
100.4687,0.2165321672385938,Maxiskirt
100.4043,0.536557978608582,Maxiskirt
100.4072,0.681804325122835,Maxiskirt
100.4591,0.5871903606425171,Maxiskirt
100.4482,0.5512364836904162,Maxiskirt
100.369,0.4458966862583611,Maxiskirt
100.353,0.3016507835951779,Maxiskirt
100.3886,0.1786232632912038,Maxiskirt
100.4265,0.0333978168816418,Maxiskirt
100.4984,-0.1665673514217052,Maxiskirt
100.5551,-0.2192272168504296,Maxiskirt
100.5492,0.342671739180829,Maxiskirt
100.5726,0.4174728191757429,Maxiskirt
100.6716,0.6626923953062283,Maxiskirt
100.7779,0.9290459510469696,Maxiskirt
100.8479,0.8374297975808707,Maxiskirt
100.8715,0.6763747946212284,Maxiskirt
100.9022,0.6394774633291155,Maxiskirt
100.9646,0.5026223689243208,Maxiskirt
101.0394,0.303771885096086,Maxiskirt
101.1279,0.326966194555275,Maxiskirt
101.1537,-0.0034995144104712,Maxiskirt
101.1465,-0.0414086963295201,Maxiskirt
101.1462,0.5519993055280927,Maxiskirt
101.1635,0.581521295065368,Maxiskirt
101.1716,0.8119684696513495,Maxiskirt
101.1573,0.8109672082550343,Maxiskirt
101.1505,0.8783734194940911,Maxiskirt
101.1641,0.8025092113188748,Maxiskirt
101.1837,0.8581820766786018,Maxiskirt
101.1361,0.6435023135021616,Maxiskirt
101.0653,0.4825401114882849,Maxiskirt
100.9734,0.2669003319513778,Maxiskirt
100.8683,-0.048773726825396,Maxiskirt
100.7913,-0.0941054683249646,Maxiskirt
100.7627,0.6687249239013855,Maxiskirt
100.828,0.7529193353322102,Maxiskirt
100.9065,0.9444460333155248,Maxiskirt
100.9201,1.074936540690621,Maxiskirt
100.8882,1.012857565678581,Maxiskirt
100.7932,1.0275773157962629,Maxiskirt
100.665,1.2452766076368578,Maxiskirt
100.5145,0.8444429654393109,Maxiskirt
100.4945,0.7224012396432087,Maxiskirt
100.5689,0.4141492012582605,Maxiskirt
100.712,0.0984740469645825,Maxiskirt
100.8151,-0.0015290205267392,Maxiskirt
100.7446,0.8002218483022777,Maxiskirt
100.2593,0.8770306067193026,Maxiskirt
99.21815,0.4076193572681886,Maxiskirt
98.10604,0.3149913535600455,Maxiskirt
97.75997,0.7842946131486104,Maxiskirt
97.96384,1.068449037253301,Maxiskirt
98.23829,1.1305328895382711,Maxiskirt
98.49018,1.0852434882065625,Maxiskirt
98.70477,0.792783543861656,Maxiskirt
98.78632,0.6234189605492219,Maxiskirt
98.79976,0.1614253934056974,Maxiskirt
98.91467,0.1771876495706499,Maxiskirt
99.05409,0.9558049805924532,Maxiskirt
99.32957,0.9779413171159288,Maxiskirt
99.73615,1.2389386162998095,Maxiskirt
100.0586,1.499950286855229,Maxiskirt
100.3027,1.430522026207415,Maxiskirt
100.4537,1.2684554502076038,Maxiskirt
100.3535,1.330523835989023,Maxiskirt
100.1148,1.3778418162324255,Maxiskirt
99.95164,1.1233379936605912,Maxiskirt
99.76938,1.278572234790757,Maxiskirt
99.54403,0.9040861426842955,Maxiskirt
99.30601,0.2531395030621509,Maxiskirt
98.97307,1.1085821545214345,Maxiskirt
98.51152,1.710566648538505,Maxiskirt
97.96985,1.9377928494543035,Maxiskirt
97.5761,1.541077486319936,Maxiskirt
97.20341,1.3212233054988771,Maxiskirt
96.8323,1.1443905794858402,Maxiskirt
96.63258,1.2138242733499018,Maxiskirt
96.6407,1.2296329301801834,Maxiskirt
96.66358,1.4031964482732178,Maxiskirt
96.7627,1.1384974903368417,Maxiskirt
96.9458,0.7348985993341564,Maxiskirt
97.21941,0.1669743201608274,Maxiskirt
97.52456,1.3753130839609409,Maxiskirt
97.77238,1.4750770775645816,Maxiskirt
97.93935,1.865558189126104,Maxiskirt
98.14481,1.76457963800098,Maxiskirt
98.32935,1.5318988402504112,Maxiskirt
98.50545,1.4161232049502828,Maxiskirt
98.58678,1.2151877086426144,Maxiskirt
98.48763,1.2098509790867733,Maxiskirt
98.32858,1.4258827546425128,Maxiskirt
98.22819,1.0939493493859465,Maxiskirt
98.33882,0.7566517892606389,Maxiskirt
98.66457,0.5091028831476692,Maxiskirt
99.00814,1.2437328256897615,Maxiskirt
99.19379,1.4040417858410812,Maxiskirt
99.2499,1.8111930478062817,Maxiskirt
99.17113,1.8480955347278756,Maxiskirt
99.02784,1.839530857655642,Maxiskirt
98.94792,1.7247748801265583,Maxiskirt
98.92973,1.727793035687042,Maxiskirt
98.96976,1.5205298593012877,Maxiskirt
99.04605,1.9833436097470964,Maxiskirt
99.12044,1.5378944309832137,Maxiskirt
99.1316,1.1700836532116192,Maxiskirt
99.0723,0.8666346589703807,Maxiskirt
100.8491,-1.4557903570829935,Bigbag
100.8355,-1.5052966676939816,Bigbag
100.7913,-0.8619470274189415,Bigbag
100.7505,-1.5052544135725625,Bigbag
100.7282,-1.5052755406332718,Bigbag
100.7717,-1.3567988629217267,Bigbag
100.8285,-1.059866634559346,Bigbag
100.8303,-0.9114110839085102,Bigbag
100.8061,-0.9114110839085102,Bigbag
100.81,-0.466053204897754,Bigbag
100.8644,-0.3670405836757777,Bigbag
100.9582,0.375300549414428,Bigbag
101.0323,-0.0206442988238278,Bigbag
101.011,-0.3670617107364874,Bigbag
100.8773,0.0288408847264506,Bigbag
100.7314,0.0288408847264506,Bigbag
100.6746,-0.0206231717631182,Bigbag
100.7139,-0.1691209765353731,Bigbag
100.6771,0.4247434801893883,Bigbag
100.4738,0.7217091883853366,Bigbag
100.2284,0.1278112518270076,Bigbag
100.2087,-0.0206442988238278,Bigbag
100.4345,-0.1196146659243851,Bigbag
100.7531,0.3258153658641497,Bigbag
100.9735,-0.4165257672260561,Bigbag
101.0192,-0.6639728120381585,Bigbag
100.9796,-0.3175554001254992,Bigbag
100.8748,-0.4165257672260561,Bigbag
100.7045,-0.3670405836757777,Bigbag
100.6121,-0.5649813178768919,Bigbag
100.5865,-0.3175131473501813,Bigbag
100.6138,-0.3669560767790405,Bigbag
100.7571,-0.268049089514511,Bigbag
100.9613,-0.5649813178768919,Bigbag
101.0749,-0.4165046401653465,Bigbag
101.1291,0.3258364929248593,Bigbag
101.1371,-0.5649601908161823,Bigbag
101.0739,-0.6144665014271705,Bigbag
100.9943,-0.5154750072659037,Bigbag
100.9702,-0.5154750072659037,Bigbag
100.9881,-0.6544497303428891,Bigbag
100.9631,-0.7503003446700341,Bigbag
100.9196,-0.354343140966718,Bigbag
100.7676,-0.1932746545035598,Bigbag
100.5712,-0.3912365157653836,Bigbag
100.3328,-0.4007384703999435,Bigbag
100.0589,-0.338576971201315,Bigbag
99.8483,0.202627940959378,Bigbag
99.63045,-0.249108560081419,Bigbag
99.32162,-0.357538629041218,Bigbag
98.95058,-0.103806243383664,Bigbag
98.49242,-0.2090619513296726,Bigbag
98.04234,-0.3975429836715448,Bigbag
97.69081,-0.2459341990676287,Bigbag
97.58231,-0.1932746545035598,Bigbag
97.66558,-0.0353382749327728,Bigbag
97.67867,-0.539713193476929,Bigbag
97.41298,-0.4934234966550491,Bigbag
97.16837,-0.2301665341699577,Bigbag
97.03234,0.060457731153994,Bigbag
96.9688,-0.4344363584702106,Bigbag
96.97824,-0.6355514523390138,Bigbag
97.20629,-0.539713193476929,Bigbag
97.66534,-0.3386192253227343,Bigbag
98.12306,-0.3386192253227343,Bigbag
98.46567,-0.2859808078193751,Bigbag
98.68877,-0.335444864308944,Bigbag
98.89773,-0.2827853197448752,Bigbag
99.11938,-0.4807894337820169,Bigbag
99.21873,-0.3912998956014112,Bigbag
99.24712,-0.3291791540458329,Bigbag
99.30729,0.0330678074682574,Bigbag
99.37518,-0.4744814707435877,Bigbag
99.39132,-0.5176601863877052,Bigbag
99.38895,-0.4155365853340674,Bigbag
99.36604,-0.3196983264719827,Bigbag
99.31453,-0.4650006431697376,Bigbag
99.26768,-0.4681538771228182,Bigbag
99.21994,-0.5608177763172142,Bigbag
99.23846,-0.4618262821559473,Bigbag
99.2652,-0.6198049145020523,Bigbag
99.30903,-0.567187624059403,Bigbag
99.38902,-0.4186686935725397,Bigbag
99.42262,-0.1491278840281633,Bigbag
99.38183,-0.4060557577602172,Bigbag
99.27272,-0.4586941752635763,Bigbag
99.04582,-0.3039321567065796,Bigbag
98.91441,-0.5144646996593066,Bigbag
98.90597,-0.455562067025104,Bigbag
98.82299,-0.4586941752635763,Bigbag
98.58913,-0.3533962131961483,Bigbag
98.31213,-0.211247130451474,Bigbag
98.20346,-0.455562067025104,Bigbag
98.21943,-0.498761909729931,Bigbag
98.35287,-0.1270960053457504,Bigbag
98.53907,0.3835853811045668,Bigbag
98.7452,-0.1828665297414805,Bigbag
98.89159,-0.1828876568021902,Bigbag
98.95768,-0.2292196063993882,Bigbag
98.95599,-0.1545070560921967,Bigbag
98.92139,-0.2197810302547546,Bigbag
98.82849,-0.2755093018751668,Bigbag
98.77732,-0.0681088658148106,Bigbag
98.77785,-0.1143985612905893,Bigbag
98.82154,-0.2997671186685323,Bigbag
98.88181,-0.4672069480061474,Bigbag
98.89039,-0.1144619424727182,Bigbag
98.8409,0.2540929834259022,Bigbag
98.90736,-0.2197387774794366,Bigbag
99.02441,-0.3619089872848207,Bigbag
99.13401,-0.2628963660628444,Bigbag
99.24032,-0.3618456061026917,Bigbag
99.38569,-0.2534140420106249,Bigbag
99.51501,-0.2966138847154517,Bigbag
99.6199,-0.2965716305940324,Bigbag
99.63353,-0.2839375677210003,Bigbag
99.58079,-0.2965927576547421,Bigbag
99.50854,-0.5009033409441466,Bigbag
99.53588,-0.1976223905541851,Bigbag
99.62159,0.2235483293087155,Bigbag
99.67623,-0.2997459916078226,Bigbag
99.72331,-0.3492311751581013,Bigbag
99.81053,-0.2934183966409519,Bigbag
99.91844,-0.435588606446336,Bigbag
99.9707,-0.2902651626878712,Bigbag
99.98325,-0.4450060541841585,Bigbag
99.96016,-0.3460356870836014,Bigbag
99.94144,-0.2375844924091942,Bigbag
99.95289,-0.4976867258089371,Bigbag
100.0072,-0.5040580700294952,Bigbag
100.1152,-0.3460779412050206,Bigbag
100.3015,0.1866987037637373,Bigbag
100.5061,-0.3492311751581013,Bigbag
100.6415,-0.4482437963800778,Bigbag
100.7004,-0.3923887637415089,Bigbag
100.6971,-0.4945546189165662,Bigbag
100.6304,-0.4387418403994165,Bigbag
100.5792,-0.5871973910502521,Bigbag
100.4717,-0.3829290618822671,Bigbag
100.3844,-0.4229334165125942,Bigbag
100.3574,-0.4324353724932553,Bigbag
100.4646,-0.5472141634806347,Bigbag
100.6011,-0.3797969549898962,Bigbag
100.6466,0.0171385702726166,Bigbag
100.578,-0.2713457589693875,Bigbag
100.4687,-0.3239841764727467,Bigbag
100.4043,-0.2650377959309584,Bigbag
100.4072,-0.354527334111564,Bigbag
100.4591,-0.2397696715309955,Bigbag
100.4482,-0.3545062083969557,Bigbag
100.369,-0.3018466638328869,Bigbag
100.353,-0.3018466638328869,Bigbag
100.3886,-0.4103401126287135,Bigbag
100.4265,-0.3208520695803758,Bigbag
100.4984,-0.2555358412963985,Bigbag
100.5551,0.1413559360585281,Bigbag
100.5492,-0.2524248601186359,Bigbag
100.5726,-0.3882463478964396,Bigbag
100.6716,-0.3882463478964396,Bigbag
100.7779,-0.2797936580897643,Bigbag
100.8479,-0.2734660631228934,Bigbag
100.8715,-0.3324124436646818,Bigbag
100.9022,-0.1744745689616268,Bigbag
100.9646,-0.2734449360621838,Bigbag
101.0394,-0.1250316395327675,Bigbag
101.1279,-0.2892759807958823,Bigbag
101.1537,0.0549999999025616,Bigbag
101.1465,0.4887640249954445,Bigbag
101.1462,-0.0840381030104516,Bigbag
101.1635,-0.1987972607232878,Bigbag
101.1716,-0.0997846408474129,Bigbag
101.1573,-0.1956229010555989,Bigbag
101.1505,-0.347189431538096,Bigbag
101.1641,-0.19555951987347,Bigbag
101.1837,-0.2418688472776904,Bigbag
101.1361,-0.1334599053786012,Bigbag
101.0653,-0.3008786090016077,Bigbag
100.9734,-0.3872979249936021,Bigbag
100.8683,0.0550211269632712,Bigbag
100.7913,0.1918317966330635,Bigbag
100.7627,-0.1177359897346174,Bigbag
100.828,-0.297725375048527,Bigbag
100.9065,-0.2756512422446948,Bigbag
100.9201,-0.331421766640425,Bigbag
100.8882,-0.328226278565925,Bigbag
100.7932,-0.3746004822845424,Bigbag
100.665,-0.2755667340018561,Bigbag
100.5145,-0.1608090714212876,Bigbag
100.4945,-0.2387156133246097,Bigbag
100.5689,-0.2851109441039366,Bigbag
100.712,-0.0934132966268548,Bigbag
100.8151,0.3530270441143781,Bigbag
100.7446,-0.0596957779742472,Bigbag
100.2593,-0.0871068287206936,Bigbag
99.21815,-0.6146222910479252,Bigbag
98.10604,-0.5525314494948071,Bigbag
97.75997,-0.455661754619314,Bigbag
97.96384,-0.2851109441039366,Bigbag
98.23829,-0.2040074176477453,Bigbag
98.49018,-0.2018026079436035,Bigbag
98.70477,-0.2450447034237486,Bigbag
98.78632,-0.1555551652431431,Bigbag
98.79976,-0.0997001326045743,Bigbag
98.91467,0.3287692273210126,Bigbag
99.05409,-0.0776471268614518,Bigbag
99.32957,-0.2418899743384,Bigbag
99.73615,-0.1639411783136586,Bigbag
100.0586,-0.09545058766979,Bigbag
100.3027,-0.08277427202144,Bigbag
100.4537,-0.2258280284152645,Bigbag
100.3535,-0.1078748777601963,Bigbag
100.1148,-0.0646327822800513,Bigbag
99.95164,-0.086620911708777,Bigbag
99.76938,-0.0899642878621431,Bigbag
99.54403,0.238753802067357,Bigbag
99.30601,0.3946755127881864,Bigbag
98.97307,0.1830255317930461,Bigbag
98.51152,0.2515372481515233,Bigbag
97.96985,0.1454176241994143,Bigbag
97.5761,1.638709917669476,Bigbag
97.20341,1.3688738764420807,Bigbag
96.8323,0.0369664281789058,Bigbag
96.63258,1.7862395279941448,Bigbag
96.6407,1.8855670175348864,Bigbag
96.66358,1.5437949008774492,Bigbag
96.7627,0.3117400154946157,Bigbag
96.9458,2.195071418013133,Bigbag
97.21941,2.7884925585633327,Bigbag
97.52456,1.9939759547266716,Bigbag
97.77238,1.871672365057564,Bigbag
97.93935,1.826601000357352,Bigbag
98.14481,2.0907176820989632,Bigbag
98.32935,1.9318989671320848,Bigbag
98.50545,1.825317937591,Bigbag
98.58678,1.856829294384708,Bigbag
98.48763,1.8451647767679185,Bigbag
98.32858,0.4350330757029353,Bigbag
98.22819,0.4254873718146884,Bigbag
98.33882,2.385790747292223,Bigbag
98.66457,2.7455380368075826,Bigbag
99.00814,2.177676066351497,Bigbag
99.19379,0.7288455512919044,Bigbag
99.2499,1.9459603593164725,Bigbag
99.17113,0.7225164611927656,Bigbag
99.02784,2.22623665567696,Bigbag
98.94792,2.2599556694618355,Bigbag
98.92973,2.461405264923948,Bigbag
98.96976,2.6710358358448363,Bigbag
99.04605,3.0612007859949,Bigbag
99.12044,1.6762751803025082,Bigbag
99.1316,3.2973374500731665,Bigbag
99.0723,5.059763745048968,Bigbag
100.8491,-1.1298266216366517,Highheelindex
100.8355,-1.433856687049389,Highheelindex
100.7913,-1.5899403898890565,Highheelindex
100.7505,-1.5314095885111931,Highheelindex
100.7282,-1.4810161273999272,Highheelindex
100.7717,-1.0799830658980147,Highheelindex
100.8285,-1.3464674077178111,Highheelindex
100.8303,-1.5118985384692227,Highheelindex
100.8061,-1.1970867207516094,Highheelindex
100.81,-0.6751966584735337,Highheelindex
100.8644,-1.258261934167751,Highheelindex
100.9582,-0.9912146006232496,Highheelindex
101.0323,-0.74388340639667,Highheelindex
101.011,-1.1103155715946806,Highheelindex
100.8773,-1.1277872534209463,Highheelindex
100.7314,-1.253593589013892,Highheelindex
100.6746,-1.3921925236752182,Highheelindex
100.7139,-1.4137405931848448,Highheelindex
100.6771,-0.9653614152454222,Highheelindex
100.4738,-1.035526458739079,Highheelindex
100.2284,-1.2556198708775217,Highheelindex
100.2087,-0.982835445819737,Highheelindex
100.4345,-0.7603525225320074,Highheelindex
100.7531,-0.6327696998118257,Highheelindex
100.9735,-0.945447127953449,Highheelindex
101.0192,-0.8370100818560563,Highheelindex
100.9796,-0.9540740333598312,Highheelindex
100.8748,-1.2838733050086628,Highheelindex
100.7045,-1.1638667499098936,Highheelindex
100.6121,-1.3364138535032506,Highheelindex
100.5865,-1.347943354540282,Highheelindex
100.6138,-1.1893199807410983,Highheelindex
100.7571,-0.9934590581149056,Highheelindex
100.9613,-0.7413494508188011,Highheelindex
101.0749,-0.9607924843334216,Highheelindex
101.1291,-0.8396595161167137,Highheelindex
101.1371,-0.9977695008200104,Highheelindex
101.0739,-0.8291406449003073,Highheelindex
100.9943,-1.1695614847107834,Highheelindex
100.9702,-1.220008344752994,Highheelindex
100.9881,-1.3722916273498451,Highheelindex
100.9631,-1.1543668973700898,Highheelindex
100.9196,-1.2144233732532457,Highheelindex
100.7676,-1.091767079279294,Highheelindex
100.5712,-0.9900484841554914,Highheelindex
100.3328,-0.8686683745649639,Highheelindex
100.0589,-0.8475313018205116,Highheelindex
99.8483,-0.6419042789324476,Highheelindex
99.63045,-0.8300572712461969,Highheelindex
99.32162,-0.9870031836152594,Highheelindex
98.95058,-0.9530657522872552,Highheelindex
98.49242,-1.032115884779665,Highheelindex
98.04234,-1.1356133157787522,Highheelindex
97.69081,-1.2516666374619023,Highheelindex
97.58231,-1.0380604143169478,Highheelindex
97.66558,-0.9004771316986261,Highheelindex
97.67867,-0.8206587931515567,Highheelindex
97.41298,-0.6396274890613999,Highheelindex
97.16837,-0.5658994469802696,Highheelindex
97.03234,-0.663191816101654,Highheelindex
96.9688,-0.7384488993216758,Highheelindex
96.97824,-0.7231058916897524,Highheelindex
97.20629,-0.8167381967298539,Highheelindex
97.66534,-0.8344704108965396,Highheelindex
98.12306,-1.0058994701161794,Highheelindex
98.46567,-1.085720157411298,Highheelindex
98.68877,-0.9581480722951432,Highheelindex
98.89773,-0.8742607170351406,Highheelindex
99.11938,-0.7425122006529608,Highheelindex
99.21873,-0.7289456801482732,Highheelindex
99.24712,-0.6878865605966762,Highheelindex
99.30729,-0.553350927266635,Highheelindex
99.37518,-0.717056621073707,Highheelindex
99.39132,-0.6995718528953658,Highheelindex
99.38895,-0.9326891260822904,Highheelindex
99.36604,-0.8151175008642759,Highheelindex
99.31453,-0.9057045053641456,Highheelindex
99.26768,-0.8403125481031096,Highheelindex
99.21994,-0.6752366664378783,Highheelindex
99.23846,-0.594396960466157,Highheelindex
99.2652,-0.5542675536125249,Highheelindex
99.30903,-0.3671302133417797,Highheelindex
99.38902,-0.4284612180195793,Highheelindex
99.42262,-0.2542343042480519,Highheelindex
99.38183,-0.4287086640079238,Highheelindex
99.27272,-0.4930946889444323,Highheelindex
99.04582,-0.5128508362266985,Highheelindex
98.91441,-0.3919807490984597,Highheelindex
98.90597,-0.6456173533999318,Highheelindex
98.82299,-0.9447208900664394,Highheelindex
98.58913,-0.9642319401084098,Highheelindex
98.31213,-0.7676101823979854,Highheelindex
98.20346,-0.8355418106185376,Highheelindex
98.21943,-0.305199880223054,Highheelindex
98.35287,-0.2571902988096463,Highheelindex
98.53907,-0.2289368646785049,Highheelindex
98.7452,-0.1776113421212248,Highheelindex
98.89159,-0.114414544337552,Highheelindex
98.95768,-0.1610562866408487,Highheelindex
98.95599,-0.163082568504478,Highheelindex
98.92139,-0.3493009336812847,Highheelindex
98.82849,-0.2361444922471368,Highheelindex
98.77732,-0.3732305341407207,Highheelindex
98.77785,-0.3011332122581702,Highheelindex
98.82154,-0.2720199173456827,Highheelindex
98.88181,-0.1138968462903103,Highheelindex
98.89039,-0.1401263473058714,Highheelindex
98.8409,0.0139334224182156,Highheelindex
98.90736,-0.1424108127618718,Highheelindex
99.02441,0.1002120283465044,Highheelindex
99.13401,0.0730692676186521,Highheelindex
99.24032,-0.0561288401999843,Highheelindex
99.38569,-0.2078910581159955,Highheelindex
99.51501,-0.0016113078560601,Highheelindex
99.6199,-0.1003303257856228,Highheelindex
99.63353,-0.0369753879922429,Highheelindex
99.58079,-0.0027774243238184,Highheelindex
99.50854,-0.098553838658387,Highheelindex
99.53588,0.0040706452072787,Highheelindex
99.62159,0.1132628110072558,Highheelindex
99.67623,-0.0358549948704766,Highheelindex
99.72331,0.0554928447136244,Highheelindex
99.81053,0.076885122961593,Highheelindex
99.91844,0.3254827818531199,Highheelindex
99.9707,-0.1221258412835939,Highheelindex
99.98325,-0.2318337449275072,Highheelindex
99.96016,-0.1928116448435659,Highheelindex
99.94144,-0.0523183956241664,Highheelindex
99.95289,0.0303001462228397,Highheelindex
100.0072,-0.143010141202798,Highheelindex
100.1152,-0.0074588558297528,Highheelindex
100.3015,0.0908548807162831,Highheelindex
100.5061,-0.005577627623755,Highheelindex
100.6415,-0.0104984409883374,Highheelindex
100.7004,-0.0311889984646667,Highheelindex
100.6971,0.0253178697976159,Highheelindex
100.6304,-0.0905796606238761,Highheelindex
100.5792,-0.1868694640543316,Highheelindex
100.4717,-0.1216178629548293,Highheelindex
100.3844,-0.0777739752034201,Highheelindex
100.3574,0.1045261422997326,Highheelindex
100.4646,0.0149547898428673,Highheelindex
100.6011,0.101623546669083,Highheelindex
100.6466,0.1222549898328199,Highheelindex
100.578,0.211837079893712,Highheelindex
100.4687,0.2690916968881507,Highheelindex
100.4043,0.3625836457667188,Highheelindex
100.4072,0.4100875975994107,Highheelindex
100.4591,0.3069497246378578,Highheelindex
100.4482,0.1074230225487348,Highheelindex
100.369,0.087052111725418,Highheelindex
100.353,0.1202287079691907,Highheelindex
100.3886,0.2750362264254338,Highheelindex
100.4265,0.3071055158995158,Highheelindex
100.4984,0.2108157124690602,Highheelindex
100.5551,0.271125349722208,Highheelindex
100.5492,0.2020790437615369,Highheelindex
100.5726,0.3897109713944462,Highheelindex
100.6716,0.3926135670250961,Highheelindex
100.7779,0.4073004806515498,Highheelindex
100.8479,0.365480526015721,Highheelindex
100.8715,0.2057367590947708,Highheelindex
100.9022,0.1990313944732561,Highheelindex
100.9646,0.1610330105620154,Highheelindex
101.0394,0.3663971523616105,Highheelindex
101.1279,0.2845417943468851,Highheelindex
101.1537,0.3137061394422687,Highheelindex
101.1465,0.2662021876095767,Highheelindex
101.1462,0.2729075522310915,Highheelindex
101.1635,0.2973451310192921,Highheelindex
101.1716,0.4658312820294129,Highheelindex
101.1573,0.5485414786031054,Highheelindex
101.1505,0.4677148589834597,Highheelindex
101.1641,0.16773837518353,Highheelindex
101.1837,0.3120320446457458,Highheelindex
101.1361,0.239074861981849,Highheelindex
101.0653,0.363599297809723,Highheelindex
100.9734,0.3130500454367989,Highheelindex
100.8683,0.31888983389532,Highheelindex
100.7913,0.4213692641033543,Highheelindex
100.7627,0.3433274126835207,Highheelindex
100.828,0.426037609257213,Highheelindex
100.9065,0.475578580557561,Highheelindex
100.9201,0.6607812936913634,Highheelindex
100.8882,0.5233464313642717,Highheelindex
100.7932,0.4134924561771773,Highheelindex
100.665,0.3335693765513457,Highheelindex
100.5145,0.4486070461914914,Highheelindex
100.4945,0.4768473939705571,Highheelindex
100.5689,0.4911821205299045,Highheelindex
100.712,0.4454570045724974,Highheelindex
100.8151,0.594679551528992,Highheelindex
100.7446,0.5623628160665656,Highheelindex
100.2593,0.6411678513186798,Highheelindex
99.21815,0.422390631528006,Highheelindex
98.10604,0.1643223904569933,Highheelindex
97.75997,0.2187898905035711,Highheelindex
97.96384,0.160259089125708,Highheelindex
98.23829,0.2693522292285708,Highheelindex
98.49018,0.363859830150143,Highheelindex
98.70477,0.4631892187391832,Highheelindex
98.78632,0.4747187197762148,Highheelindex
98.79976,0.4770031852322152,Highheelindex
98.91467,0.4097299997651815,Highheelindex
99.05409,0.6092543531062556,Highheelindex
99.32957,0.5946852669106395,Highheelindex
99.73615,0.8323127452417164,Highheelindex
100.0586,1.0163950652537528,Highheelindex
100.3027,0.9997832442088328,Highheelindex
100.4537,0.868190519088311,Highheelindex
100.3535,0.9763539464932084,Highheelindex
100.1148,0.9773753139178604,Highheelindex
99.95164,1.1818228293715658,Highheelindex
99.76938,1.2166768870454598,Highheelindex
99.54403,1.168151567788116,Highheelindex
99.30601,1.7226359474341588,Highheelindex
98.97307,1.6776693178129345,Highheelindex
98.51152,1.6979412029391363,Highheelindex
97.96985,2.254306810791177,Highheelindex
97.5761,2.320558628833559,Highheelindex
97.20341,2.000052076315056,Highheelindex
96.8323,1.2979735211630494,Highheelindex
96.63258,1.360325893265501,Highheelindex
96.6407,1.384757756672054,Highheelindex
96.66358,1.7634379012789343,Highheelindex
96.7627,1.644594096014325,Highheelindex
96.9458,1.361994272680376,Highheelindex
97.21941,1.560763506318866,Highheelindex
97.52456,1.3533542809219186,Highheelindex
97.77238,1.521741406234925,Highheelindex
97.93935,1.7614139681633538,Highheelindex
98.14481,2.2943445629181225,Highheelindex
98.32935,1.969930500329992,Highheelindex
98.50545,1.4673762985190604,Highheelindex
98.58678,1.3944191158551635,Highheelindex
98.48763,1.3536148132623382,Highheelindex
98.32858,1.5754504199453196,Highheelindex
98.22819,1.427230438679754,Highheelindex
98.33882,1.3484277521756884,Highheelindex
98.66457,1.3542732560158572,Highheelindex
99.00814,1.3027060028518798,Highheelindex
99.19379,2.4734115336226687,Highheelindex
99.2499,1.5646686676404449,Highheelindex
99.17113,1.8168863826489088,Highheelindex
99.02784,1.748850013349595,Highheelindex
98.94792,1.464330997978828,Highheelindex
98.92973,1.3961956029823994,Highheelindex
98.96976,1.4098611491842017,Highheelindex
99.04605,1.535406952436727,Highheelindex
99.12044,1.3871893199192098,Highheelindex
99.1316,1.4115352439807238,Highheelindex
99.0723,1.3616420856132698,Highheelindex
100.8491,-0.6034181220595345,Peplums
100.8355,-0.6034181220595345,Peplums
100.7913,-0.6034181220595345,Peplums
100.7505,-0.6034181220595345,Peplums
100.7282,-0.6034181220595345,Peplums
100.7717,-0.6034181220595345,Peplums
100.8285,-0.6034181220595345,Peplums
100.8303,-0.6034181220595345,Peplums
100.8061,-0.6034181220595345,Peplums
100.81,-0.6034181220595345,Peplums
100.8644,-0.6034181220595345,Peplums
100.9582,-0.6034181220595345,Peplums
101.0323,-0.6034181220595345,Peplums
101.011,-0.6034181220595345,Peplums
100.8773,-0.6034181220595345,Peplums
100.7314,-0.6034181220595345,Peplums
100.6746,-0.6034181220595345,Peplums
100.7139,-0.6034181220595345,Peplums
100.6771,-0.6034181220595345,Peplums
100.4738,-0.6034181220595345,Peplums
100.2284,-0.6034181220595345,Peplums
100.2087,-0.6034181220595345,Peplums
