date,cci,indicator,trend_score,year,month,quarter,year_month,economic_period
,100.5792,Lipstickindex,0.0229704899562746,,,,NaT,Unknown
,100.4717,Lipstickindex,0.0974229120771701,,,,NaT,Unknown
,100.3844,Lipstickindex,0.1421082231320813,,,,NaT,Unknown
,100.3574,Lipstickindex,0.1271900239460746,,,,NaT,Unknown
,100.4646,Lipstickindex,0.2314263704027345,,,,NaT,Unknown
,100.6011,Lipstickindex,0.2463445695887412,,,,NaT,Unknown
,100.6466,Lipstickindex,0.2761772727985768,,,,NaT,Unknown
,100.578,Lipstickindex,0.4399646554599055,,,,NaT,Unknown
,100.4687,Lipstickindex,0.2910298798407324,,,,NaT,Unknown
,100.4043,Lipstickindex,0.3208363468353635,,,,NaT,Unknown
,100.4072,Lipstickindex,0.2762297460319058,,,,NaT,Unknown
,100.4591,Lipstickindex,0.3059611971343411,,,,NaT,Unknown
,100.4482,Lipstickindex,0.2761903909061791,,,,NaT,Unknown
,100.369,Lipstickindex,0.3060005522600678,,,,NaT,Unknown
,100.353,Lipstickindex,0.2315050806541879,,,,NaT,Unknown
,100.3886,Lipstickindex,0.2166168128455635,,,,NaT,Unknown
,100.4265,Lipstickindex,0.3059743152419433,,,,NaT,Unknown
,100.4984,Lipstickindex,0.3358070192546991,,,,NaT,Unknown
,100.5551,Lipstickindex,0.4252169948844079,,,,NaT,Unknown
,100.5492,Lipstickindex,0.2762035098167014,,,,NaT,Unknown
,100.5726,Lipstickindex,0.3059743152419433,,,,NaT,Unknown
,100.6716,Lipstickindex,0.2166299309531657,,,,NaT,Unknown
,100.7779,Lipstickindex,0.2315444357799146,,,,NaT,Unknown
,100.8479,Lipstickindex,0.2017379687852835,,,,NaT,Unknown
,100.8715,Lipstickindex,0.1719577388087768,,,,NaT,Unknown
,100.9022,Lipstickindex,0.261328360115679,,,,NaT,Unknown
,100.9646,Lipstickindex,0.1421869333835347,,,,NaT,Unknown
,101.0394,Lipstickindex,0.1570920136590191,,,,NaT,Unknown
,101.1279,Lipstickindex,0.1421869333835347,,,,NaT,Unknown
,101.1537,Lipstickindex,0.246501990091648,,,,NaT,Unknown
,101.1465,Lipstickindex,0.2912397735769681,,,,NaT,Unknown
,101.1462,Lipstickindex,0.1571182506771436,,,,NaT,Unknown
,101.1635,Lipstickindex,0.0975409774543503,,,,NaT,Unknown
,101.1716,Lipstickindex,0.1273343263413792,,,,NaT,Unknown
,101.1573,Lipstickindex,0.0528687853099614,,,,NaT,Unknown
,101.1505,Lipstickindex,0.0230754372258525,,,,NaT,Unknown
,101.1641,Lipstickindex,0.0230623191182503,,,,NaT,Unknown
,101.1837,Lipstickindex,0.0081965931655725,,,,NaT,Unknown
,101.1361,Lipstickindex,-0.0216098730261385,,,,NaT,Unknown
,101.0653,Lipstickindex,-0.0365018351940207,,,,NaT,Unknown
,100.9734,Lipstickindex,-0.0216098730261385,,,,NaT,Unknown
,100.8683,Lipstickindex,0.0678132215140926,,,,NaT,Unknown
,100.7913,Lipstickindex,0.1274655098261615,,,,NaT,Unknown
,100.7627,Lipstickindex,0.082701489322717,,,,NaT,Unknown
,100.828,Lipstickindex,0.082701489322717,,,,NaT,Unknown
,100.9065,Lipstickindex,0.0082621853094237,,,,NaT,Unknown
,100.9201,Lipstickindex,-0.0215442816852073,,,,NaT,Unknown
,100.8882,Lipstickindex,-0.0513413241285739,,,,NaT,Unknown
,100.7932,Lipstickindex,-0.0513282060209717,,,,NaT,Unknown
,100.665,Lipstickindex,-0.0066560138765829,,,,NaT,Unknown
,100.5145,Lipstickindex,-0.0065773036251295,,,,NaT,Unknown
,100.4945,Lipstickindex,-0.0215573997928096,,,,NaT,Unknown
,100.5689,Lipstickindex,-0.0513413241285739,,,,NaT,Unknown
,100.712,Lipstickindex,0.0529868506871415,,,,NaT,Unknown
,100.8151,Lipstickindex,0.1573412625209815,,,,NaT,Unknown
,100.7446,Lipstickindex,0.1423443538864416,,,,NaT,Unknown
,100.2593,Lipstickindex,0.1125641239099348,,,,NaT,Unknown
,99.21815,Lipstickindex,-0.0810953170869561,,,,NaT,Unknown
,98.10604,Lipstickindex,0.0083277774532749,,,,NaT,Unknown
,97.75997,Lipstickindex,0.0232328577287593,,,,NaT,Unknown
,97.96384,Lipstickindex,-0.0810166068355027,,,,NaT,Unknown
,98.23829,Lipstickindex,-0.0511839036256671,,,,NaT,Unknown
,98.49018,Lipstickindex,-0.0512494957695183,,,,NaT,Unknown
,98.70477,Lipstickindex,-0.0959741611472361,,,,NaT,Unknown
,98.78632,Lipstickindex,-0.0662295919371984,,,,NaT,Unknown
,98.79976,Lipstickindex,0.0231410293697037,,,,NaT,Unknown
,98.91467,Lipstickindex,0.0083540136684793,,,,NaT,Unknown
,99.05409,Lipstickindex,-0.0363312965835117,,,,NaT,Unknown
,99.32957,Lipstickindex,-0.0214918076489584,,,,NaT,Unknown
,99.73615,Lipstickindex,-0.0661771187038695,,,,NaT,Unknown
,100.0586,Lipstickindex,-0.0810428438536272,,,,NaT,Unknown
,100.3027,Lipstickindex,0.8631128593480777,,,,NaT,Unknown
,100.4537,Lipstickindex,1.1910719727639143,,,,NaT,Unknown
,100.3535,Lipstickindex,1.2453190606584983,,,,NaT,Unknown
,100.1148,Lipstickindex,1.201706105599288,,,,NaT,Unknown
,99.95164,Lipstickindex,1.2059639349317963,,,,NaT,Unknown
,99.76938,Lipstickindex,1.17015202105712,,,,NaT,Unknown
,99.54403,Lipstickindex,1.2743883675137802,,,,NaT,Unknown
,99.30601,Lipstickindex,1.1432048827314534,,,,NaT,Unknown
,98.97307,Lipstickindex,0.0087213287105419,,,,NaT,Unknown
,98.51152,Lipstickindex,-0.0360558107034248,,,,NaT,Unknown
,97.96985,Lipstickindex,-0.0658622776980558,,,,NaT,Unknown
,97.5761,Lipstickindex,-0.0064198831222227,,,,NaT,Unknown
,97.20341,Lipstickindex,-0.0063674090859737,,,,NaT,Unknown
,96.8323,Lipstickindex,-0.0509084177455802,,,,NaT,Unknown
,96.63258,Lipstickindex,-0.0062493437087936,,,,NaT,Unknown
,96.6407,Lipstickindex,-0.0210457831583624,,,,NaT,Unknown
,96.66358,Lipstickindex,-0.021190085553667,,,,NaT,Unknown
,96.7627,Lipstickindex,0.083095040579984,,,,NaT,Unknown
,96.9458,Lipstickindex,0.981526550492137,,,,NaT,Unknown
,97.21941,Lipstickindex,1.2538175326909784,,,,NaT,Unknown
,97.52456,Lipstickindex,0.1874232153956996,,,,NaT,Unknown
,97.77238,Lipstickindex,0.0978820554782884,,,,NaT,Unknown
,97.93935,Lipstickindex,0.1274130365928326,,,,NaT,Unknown
,98.14481,Lipstickindex,0.0976196877058037,,,,NaT,Unknown
,98.32935,Lipstickindex,0.082701489322717,,,,NaT,Unknown
,98.50545,Lipstickindex,0.1273605625565837,,,,NaT,Unknown
,98.58678,Lipstickindex,0.1869378357793769,,,,NaT,Unknown
,98.48763,Lipstickindex,0.1273605625565837,,,,NaT,Unknown
,98.32858,Lipstickindex,0.0975934514905992,,,,NaT,Unknown
,98.22819,Lipstickindex,0.1720626860783547,,,,NaT,Unknown
,98.33882,Lipstickindex,0.3211118327154504,,,,NaT,Unknown
,98.66457,Lipstickindex,0.5147712737123415,,,,NaT,Unknown
,99.00814,Lipstickindex,0.2912528924874904,,,,NaT,Unknown
,99.19379,Lipstickindex,0.3359513208470837,,,,NaT,Unknown
,99.2499,Lipstickindex,0.2763871665348126,,,,NaT,Unknown
,99.17113,Lipstickindex,0.2763478114090859,,,,NaT,Unknown
,99.02784,Lipstickindex,0.2911873003436392,,,,NaT,Unknown
,98.94792,Lipstickindex,0.2614201884747347,,,,NaT,Unknown
,98.92973,Lipstickindex,0.1869509538869792,,,,NaT,Unknown
,98.96976,Lipstickindex,0.246672528702157,,,,NaT,Unknown
,99.04605,Lipstickindex,0.1870165460308303,,,,NaT,Unknown
,99.12044,Lipstickindex,0.3508170467997614,,,,NaT,Unknown
,99.1316,Lipstickindex,0.5743485461322148,,,,NaT,Unknown
,99.0723,Lipstickindex,0.8127851265430724,,,,NaT,Unknown
,100.8491,Maxiskirt,-0.9457430470771652,,,,NaT,Unknown
,100.8355,Maxiskirt,-0.9457482027066464,,,,NaT,Unknown
,100.7913,Maxiskirt,-0.9457430470771652,,,,NaT,Unknown
,100.7505,Maxiskirt,-0.9457430470771652,,,,NaT,Unknown
,100.7282,Maxiskirt,-0.9457430470771652,,,,NaT,Unknown
,100.7717,Maxiskirt,-0.9457482027066464,,,,NaT,Unknown
,100.8285,Maxiskirt,-0.9457533583361272,,,,NaT,Unknown
,100.8303,Maxiskirt,-0.9457482027066464,,,,NaT,Unknown
,100.8061,Maxiskirt,-0.9457430470771652,,,,NaT,Unknown
,100.81,Maxiskirt,-0.9457378914476844,,,,NaT,Unknown
,100.8644,Maxiskirt,-0.9457430470771652,,,,NaT,Unknown
,100.9582,Maxiskirt,-0.9457430470771652,,,,NaT,Unknown
,101.0323,Maxiskirt,-0.9457378914476844,,,,NaT,Unknown
,101.011,Maxiskirt,-0.9457378914476844,,,,NaT,Unknown
,100.8773,Maxiskirt,-0.9457430470771652,,,,NaT,Unknown
,100.7314,Maxiskirt,-0.9457378914476844,,,,NaT,Unknown
,100.6746,Maxiskirt,-0.9457430470771652,,,,NaT,Unknown
,100.7139,Maxiskirt,-0.9457533583361272,,,,NaT,Unknown
,100.6771,Maxiskirt,-0.9457482027066464,,,,NaT,Unknown
,100.4738,Maxiskirt,-0.9457430470771652,,,,NaT,Unknown
,100.2284,Maxiskirt,-0.9457430470771652,,,,NaT,Unknown
,100.2087,Maxiskirt,-0.9457378914476844,,,,NaT,Unknown
,100.4345,Maxiskirt,-0.9457378914476844,,,,NaT,Unknown
,100.7531,Maxiskirt,-0.9457378914476844,,,,NaT,Unknown
,100.9735,Maxiskirt,-0.9457378914476844,,,,NaT,Unknown
,101.0192,Maxiskirt,-0.9457327358182032,,,,NaT,Unknown
,100.9796,Maxiskirt,-0.9457378914476844,,,,NaT,Unknown
,100.8748,Maxiskirt,-0.9457378914476844,,,,NaT,Unknown
,100.7045,Maxiskirt,-0.9457378914476844,,,,NaT,Unknown
,100.6121,Maxiskirt,-0.9457482027066464,,,,NaT,Unknown
,100.5865,Maxiskirt,-0.9457430470771652,,,,NaT,Unknown
,100.6138,Maxiskirt,-0.9457378914476844,,,,NaT,Unknown
,100.7571,Maxiskirt,-0.9457327358182032,,,,NaT,Unknown
,100.9613,Maxiskirt,-0.9457327358182032,,,,NaT,Unknown
,101.0749,Maxiskirt,-0.9457378914476844,,,,NaT,Unknown
,101.1291,Maxiskirt,-0.9457378914476844,,,,NaT,Unknown
,101.1371,Maxiskirt,-0.9457327358182032,,,,NaT,Unknown
,101.0739,Maxiskirt,-0.9457327358182032,,,,NaT,Unknown
,100.9943,Maxiskirt,-0.9457378914476844,,,,NaT,Unknown
,100.9702,Maxiskirt,-0.9457275801887224,,,,NaT,Unknown
,100.9881,Maxiskirt,-0.9457327358182032,,,,NaT,Unknown
,100.9631,Maxiskirt,-0.9457327358182032,,,,NaT,Unknown
,100.9196,Maxiskirt,-0.9457378914476844,,,,NaT,Unknown
,100.7676,Maxiskirt,-0.9457327358182032,,,,NaT,Unknown
,100.5712,Maxiskirt,-0.9383470828044036,,,,NaT,Unknown
,100.3328,Maxiskirt,-0.9457275801887224,,,,NaT,Unknown
,100.0589,Maxiskirt,-0.8762990415692495,,,,NaT,Unknown
,99.8483,Maxiskirt,-0.9457275801887224,,,,NaT,Unknown
,99.63045,Maxiskirt,-0.9457224245592414,,,,NaT,Unknown
,99.32162,Maxiskirt,-0.9457224245592414,,,,NaT,Unknown
,98.95058,Maxiskirt,-0.8531408211315353,,,,NaT,Unknown
,98.49242,Maxiskirt,-0.8531356658869464,,,,NaT,Unknown
,98.04234,Maxiskirt,-0.8531356658869464,,,,NaT,Unknown
,97.69081,Maxiskirt,-0.8762835750656988,,,,NaT,Unknown
,97.58231,Maxiskirt,-0.8226124145684641,,,,NaT,Unknown
,97.66558,Maxiskirt,-0.8531408211315353,,,,NaT,Unknown
,97.67867,Maxiskirt,-0.8457603237472165,,,,NaT,Unknown
,97.41298,Maxiskirt,-0.9457069580556904,,,,NaT,Unknown
,97.16837,Maxiskirt,-0.9457172689297604,,,,NaT,Unknown
,97.03234,Maxiskirt,-0.8762887303102876,,,,NaT,Unknown
,96.9688,Maxiskirt,-0.8299877567081941,,,,NaT,Unknown
,96.97824,Maxiskirt,-0.8068295362704798,,,,NaT,Unknown
,97.20629,Maxiskirt,-0.8457448572436657,,,,NaT,Unknown
,97.66534,Maxiskirt,-0.7762959740779276,,,,NaT,Unknown
,98.12306,Maxiskirt,-0.8152164506805946,,,,NaT,Unknown
,98.46567,Maxiskirt,-0.8152319171841453,,,,NaT,Unknown
,98.68877,Maxiskirt,-0.8457654793766975,,,,NaT,Unknown
,98.89773,Maxiskirt,-0.8457603237472165,,,,NaT,Unknown
,99.11938,Maxiskirt,-0.8068346918999607,,,,NaT,Unknown
,99.21873,Maxiskirt,-0.8994108617265272,,,,NaT,Unknown
,99.24712,Maxiskirt,-0.8920406756011702,,,,NaT,Unknown
,99.30729,Maxiskirt,-0.8531253546279844,,,,NaT,Unknown
,99.37518,Maxiskirt,-0.8457397016141847,,,,NaT,Unknown
,99.39132,Maxiskirt,-0.8225866368059513,,,,NaT,Unknown
,99.38895,Maxiskirt,-0.8225814811764703,,,,NaT,Unknown
,99.36604,Maxiskirt,-0.799428416368237,,,,NaT,Unknown
,99.31453,Maxiskirt,-0.7762908184484467,,,,NaT,Unknown
,99.26768,Maxiskirt,-0.7920685415018421,,,,NaT,Unknown
,99.21994,Maxiskirt,-0.7920788527608041,,,,NaT,Unknown
,99.23846,Maxiskirt,-0.8152216063100756,,,,NaT,Unknown
,99.2652,Maxiskirt,-0.8457397016141847,,,,NaT,Unknown
,99.30903,Maxiskirt,-0.8688772995339751,,,,NaT,Unknown
,99.38902,Maxiskirt,-0.8688824551634561,,,,NaT,Unknown
,99.42262,Maxiskirt,-0.8614916465201753,,,,NaT,Unknown
,99.38183,Maxiskirt,-0.8078153307783518,,,,NaT,Unknown
,99.27272,Maxiskirt,-0.7625207738171621,,,,NaT,Unknown
,99.04582,Maxiskirt,-0.7477546234190435,,,,NaT,Unknown
,98.91441,Maxiskirt,-0.6866874990339393,,,,NaT,Unknown
,98.90597,Maxiskirt,-0.6719368155242637,,,,NaT,Unknown
,98.82299,Maxiskirt,-0.69510534722094,,,,NaT,Unknown
,98.58913,Maxiskirt,-0.695100191591459,,,,NaT,Unknown
,98.31213,Maxiskirt,-0.6488247177802192,,,,NaT,Unknown
,98.20346,Maxiskirt,-0.7034716391131308,,,,NaT,Unknown
,98.21943,Maxiskirt,-0.7108263587349368,,,,NaT,Unknown
,98.35287,Maxiskirt,-0.7866493222591977,,,,NaT,Unknown
,98.53907,Maxiskirt,-0.7561054488076836,,,,NaT,Unknown
,98.7452,Maxiskirt,-0.671900726502789,,,,NaT,Unknown
,98.89159,Maxiskirt,-0.658145053243043,,,,NaT,Unknown
,98.95768,Maxiskirt,-0.5759531649897404,,,,NaT,Unknown
,98.95599,Maxiskirt,-0.4474692405198506,,,,NaT,Unknown
,98.92139,Maxiskirt,-0.4337352852949329,,,,NaT,Unknown
,98.82849,Maxiskirt,-0.4042339178906895,,,,NaT,Unknown
,98.77732,Maxiskirt,-0.420987402164654,,,,NaT,Unknown
,98.77785,Maxiskirt,-0.4874067233789343,,,,NaT,Unknown
,98.82154,Maxiskirt,-0.471623566724399,,,,NaT,Unknown
,98.88181,Maxiskirt,-0.5843194568819311,,,,NaT,Unknown
,98.89039,Maxiskirt,-0.660147576035673,,,,NaT,Unknown
,98.8409,Maxiskirt,-0.6601424204061921,,,,NaT,Unknown
,98.90736,Maxiskirt,-0.5306531744274107,,,,NaT,Unknown
,99.02441,Maxiskirt,-0.4337043515180471,,,,NaT,Unknown
,99.13401,Maxiskirt,-0.2629350878770525,,,,NaT,Unknown
,99.24032,Maxiskirt,-0.1059307132378617,,,,NaT,Unknown
,99.38569,Maxiskirt,0.0047572205259006,,,,NaT,Unknown
,99.51501,Maxiskirt,0.0268780901609331,,,,NaT,Unknown
,99.6199,Maxiskirt,-0.0321607332841362,,,,NaT,Unknown
,99.63353,Maxiskirt,-0.1650107817187789,,,,NaT,Unknown
,99.58079,Maxiskirt,-0.2914558160180128,,,,NaT,Unknown
,99.50854,Maxiskirt,-0.4568264829342866,,,,NaT,Unknown
,99.53588,Maxiskirt,-0.4853328397037083,,,,NaT,Unknown
,99.62159,Maxiskirt,-0.4917120756917121,,,,NaT,Unknown
,99.67623,Maxiskirt,-0.3159167000964641,,,,NaT,Unknown
,99.72331,Maxiskirt,-0.2337340275852191,,,,NaT,Unknown
,99.81053,Maxiskirt,0.0433877016600115,,,,NaT,Unknown
,99.91844,Maxiskirt,0.2741815832539476,,,,NaT,Unknown
,99.9707,Maxiskirt,0.4405434778943413,,,,NaT,Unknown
,99.98325,Maxiskirt,0.2519936908205545,,,,NaT,Unknown
,99.96016,Maxiskirt,0.1107464167168352,,,,NaT,Unknown
,99.94144,Maxiskirt,-0.00631559740545,,,,NaT,Unknown
,99.95289,Maxiskirt,-0.2726341596416211,,,,NaT,Unknown
,100.0072,Maxiskirt,-0.2622135110752236,,,,NaT,Unknown
,100.1152,Maxiskirt,-0.4138556555979355,,,,NaT,Unknown
,100.3015,Maxiskirt,-0.4054738968173018,,,,NaT,Unknown
,100.5061,Maxiskirt,-0.1139644755040381,,,,NaT,Unknown
,100.6415,Maxiskirt,-0.0770557374360588,,,,NaT,Unknown
,100.7004,Maxiskirt,0.2188404299749895,,,,NaT,Unknown
,100.6971,Maxiskirt,0.3147673693550064,,,,NaT,Unknown
,100.6304,Maxiskirt,0.2906024539198372,,,,NaT,Unknown
,100.5792,Maxiskirt,0.1704655726976699,,,,NaT,Unknown
,100.4717,Maxiskirt,0.1124320707614921,,,,NaT,Unknown
,100.3844,Maxiskirt,0.037630990766578,,,,NaT,Unknown
,100.3574,Maxiskirt,-0.0307444525750033,,,,NaT,Unknown
,100.4646,Maxiskirt,-0.1592074765553102,,,,NaT,Unknown
,100.6011,Maxiskirt,-0.3813089817670247,,,,NaT,Unknown
,100.6466,Maxiskirt,-0.33501316340952,,,,NaT,Unknown
,100.578,Maxiskirt,0.0722873597074228,,,,NaT,Unknown
,100.4687,Maxiskirt,0.2165321672385938,,,,NaT,Unknown
,100.4043,Maxiskirt,0.536557978608582,,,,NaT,Unknown
,100.4072,Maxiskirt,0.681804325122835,,,,NaT,Unknown
,100.4591,Maxiskirt,0.5871903606425171,,,,NaT,Unknown
,100.4482,Maxiskirt,0.5512364836904162,,,,NaT,Unknown
,100.369,Maxiskirt,0.4458966862583611,,,,NaT,Unknown
,100.353,Maxiskirt,0.3016507835951779,,,,NaT,Unknown
,100.3886,Maxiskirt,0.1786232632912038,,,,NaT,Unknown
,100.4265,Maxiskirt,0.0333978168816418,,,,NaT,Unknown
,100.4984,Maxiskirt,-0.1665673514217052,,,,NaT,Unknown
,100.5551,Maxiskirt,-0.2192272168504296,,,,NaT,Unknown
,100.5492,Maxiskirt,0.342671739180829,,,,NaT,Unknown
,100.5726,Maxiskirt,0.4174728191757429,,,,NaT,Unknown
,100.6716,Maxiskirt,0.6626923953062283,,,,NaT,Unknown
,100.7779,Maxiskirt,0.9290459510469696,,,,NaT,Unknown
,100.8479,Maxiskirt,0.8374297975808707,,,,NaT,Unknown
,100.8715,Maxiskirt,0.6763747946212284,,,,NaT,Unknown
,100.9022,Maxiskirt,0.6394774633291155,,,,NaT,Unknown
,100.9646,Maxiskirt,0.5026223689243208,,,,NaT,Unknown
,101.0394,Maxiskirt,0.303771885096086,,,,NaT,Unknown
,101.1279,Maxiskirt,0.326966194555275,,,,NaT,Unknown
,101.1537,Maxiskirt,-0.0034995144104712,,,,NaT,Unknown
,101.1465,Maxiskirt,-0.0414086963295201,,,,NaT,Unknown
,101.1462,Maxiskirt,0.5519993055280927,,,,NaT,Unknown
,101.1635,Maxiskirt,0.581521295065368,,,,NaT,Unknown
,101.1716,Maxiskirt,0.8119684696513495,,,,NaT,Unknown
,101.1573,Maxiskirt,0.8109672082550343,,,,NaT,Unknown
,101.1505,Maxiskirt,0.8783734194940911,,,,NaT,Unknown
,101.1641,Maxiskirt,0.8025092113188748,,,,NaT,Unknown
,101.1837,Maxiskirt,0.8581820766786018,,,,NaT,Unknown
,101.1361,Maxiskirt,0.6435023135021616,,,,NaT,Unknown
,101.0653,Maxiskirt,0.4825401114882849,,,,NaT,Unknown
,100.9734,Maxiskirt,0.2669003319513778,,,,NaT,Unknown
,100.8683,Maxiskirt,-0.048773726825396,,,,NaT,Unknown
,100.7913,Maxiskirt,-0.0941054683249646,,,,NaT,Unknown
,100.7627,Maxiskirt,0.6687249239013855,,,,NaT,Unknown
,100.828,Maxiskirt,0.7529193353322102,,,,NaT,Unknown
,100.9065,Maxiskirt,0.9444460333155248,,,,NaT,Unknown
,100.9201,Maxiskirt,1.074936540690621,,,,NaT,Unknown
,100.8882,Maxiskirt,1.012857565678581,,,,NaT,Unknown
,100.7932,Maxiskirt,1.0275773157962629,,,,NaT,Unknown
,100.665,Maxiskirt,1.2452766076368578,,,,NaT,Unknown
,100.5145,Maxiskirt,0.8444429654393109,,,,NaT,Unknown
,100.4945,Maxiskirt,0.7224012396432087,,,,NaT,Unknown
,100.5689,Maxiskirt,0.4141492012582605,,,,NaT,Unknown
,100.712,Maxiskirt,0.0984740469645825,,,,NaT,Unknown
,100.8151,Maxiskirt,-0.0015290205267392,,,,NaT,Unknown
,100.7446,Maxiskirt,0.8002218483022777,,,,NaT,Unknown
,100.2593,Maxiskirt,0.8770306067193026,,,,NaT,Unknown
,99.21815,Maxiskirt,0.4076193572681886,,,,NaT,Unknown
,98.10604,Maxiskirt,0.3149913535600455,,,,NaT,Unknown
,97.75997,Maxiskirt,0.7842946131486104,,,,NaT,Unknown
,97.96384,Maxiskirt,1.068449037253301,,,,NaT,Unknown
,98.23829,Maxiskirt,1.1305328895382711,,,,NaT,Unknown
,98.49018,Maxiskirt,1.0852434882065625,,,,NaT,Unknown
,98.70477,Maxiskirt,0.792783543861656,,,,NaT,Unknown
,98.78632,Maxiskirt,0.6234189605492219,,,,NaT,Unknown
,98.79976,Maxiskirt,0.1614253934056974,,,,NaT,Unknown
,98.91467,Maxiskirt,0.1771876495706499,,,,NaT,Unknown
,99.05409,Maxiskirt,0.9558049805924532,,,,NaT,Unknown
,99.32957,Maxiskirt,0.9779413171159288,,,,NaT,Unknown
,99.73615,Maxiskirt,1.2389386162998095,,,,NaT,Unknown
,100.0586,Maxiskirt,1.499950286855229,,,,NaT,Unknown
,100.3027,Maxiskirt,1.430522026207415,,,,NaT,Unknown
,100.4537,Maxiskirt,1.2684554502076038,,,,NaT,Unknown
,100.3535,Maxiskirt,1.330523835989023,,,,NaT,Unknown
,100.1148,Maxiskirt,1.3778418162324255,,,,NaT,Unknown
,99.95164,Maxiskirt,1.1233379936605912,,,,NaT,Unknown
,99.76938,Maxiskirt,1.278572234790757,,,,NaT,Unknown
,99.54403,Maxiskirt,0.9040861426842955,,,,NaT,Unknown
,99.30601,Maxiskirt,0.2531395030621509,,,,NaT,Unknown
,98.97307,Maxiskirt,1.1085821545214345,,,,NaT,Unknown
,98.51152,Maxiskirt,1.710566648538505,,,,NaT,Unknown
,97.96985,Maxiskirt,1.9377928494543035,,,,NaT,Unknown
,97.5761,Maxiskirt,1.541077486319936,,,,NaT,Unknown
,97.20341,Maxiskirt,1.3212233054988771,,,,NaT,Unknown
,96.8323,Maxiskirt,1.1443905794858402,,,,NaT,Unknown
,96.63258,Maxiskirt,1.2138242733499018,,,,NaT,Unknown
,96.6407,Maxiskirt,1.2296329301801834,,,,NaT,Unknown
,96.66358,Maxiskirt,1.4031964482732178,,,,NaT,Unknown
,96.7627,Maxiskirt,1.1384974903368417,,,,NaT,Unknown
,96.9458,Maxiskirt,0.7348985993341564,,,,NaT,Unknown
,97.21941,Maxiskirt,0.1669743201608274,,,,NaT,Unknown
,97.52456,Maxiskirt,1.3753130839609409,,,,NaT,Unknown
,97.77238,Maxiskirt,1.4750770775645816,,,,NaT,Unknown
,97.93935,Maxiskirt,1.865558189126104,,,,NaT,Unknown
,98.14481,Maxiskirt,1.76457963800098,,,,NaT,Unknown
,98.32935,Maxiskirt,1.5318988402504112,,,,NaT,Unknown
,98.50545,Maxiskirt,1.4161232049502828,,,,NaT,Unknown
,98.58678,Maxiskirt,1.2151877086426144,,,,NaT,Unknown
,98.48763,Maxiskirt,1.2098509790867733,,,,NaT,Unknown
,98.32858,Maxiskirt,1.4258827546425128,,,,NaT,Unknown
,98.22819,Maxiskirt,1.0939493493859465,,,,NaT,Unknown
,98.33882,Maxiskirt,0.7566517892606389,,,,NaT,Unknown
,98.66457,Maxiskirt,0.5091028831476692,,,,NaT,Unknown
,99.00814,Maxiskirt,1.2437328256897615,,,,NaT,Unknown
,99.19379,Maxiskirt,1.4040417858410812,,,,NaT,Unknown
,99.2499,Maxiskirt,1.8111930478062817,,,,NaT,Unknown
,99.17113,Maxiskirt,1.8480955347278756,,,,NaT,Unknown
,99.02784,Maxiskirt,1.839530857655642,,,,NaT,Unknown
,98.94792,Maxiskirt,1.7247748801265583,,,,NaT,Unknown
,98.92973,Maxiskirt,1.727793035687042,,,,NaT,Unknown
,98.96976,Maxiskirt,1.5205298593012877,,,,NaT,Unknown
,99.04605,Maxiskirt,1.9833436097470964,,,,NaT,Unknown
,99.12044,Maxiskirt,1.5378944309832137,,,,NaT,Unknown
,99.1316,Maxiskirt,1.1700836532116192,,,,NaT,Unknown
,99.0723,Maxiskirt,0.8666346589703807,,,,NaT,Unknown
,100.8491,Bigbag,-1.4557903570829935,,,,NaT,Unknown
,100.8355,Bigbag,-1.5052966676939816,,,,NaT,Unknown
,100.7913,Bigbag,-0.8619470274189415,,,,NaT,Unknown
,100.7505,Bigbag,-1.5052544135725625,,,,NaT,Unknown
,100.7282,Bigbag,-1.5052755406332718,,,,NaT,Unknown
,100.7717,Bigbag,-1.3567988629217267,,,,NaT,Unknown
,100.8285,Bigbag,-1.059866634559346,,,,NaT,Unknown
,100.8303,Bigbag,-0.9114110839085102,,,,NaT,Unknown
,100.8061,Bigbag,-0.9114110839085102,,,,NaT,Unknown
,100.81,Bigbag,-0.466053204897754,,,,NaT,Unknown
,100.8644,Bigbag,-0.3670405836757777,,,,NaT,Unknown
,100.9582,Bigbag,0.375300549414428,,,,NaT,Unknown
,101.0323,Bigbag,-0.0206442988238278,,,,NaT,Unknown
,101.011,Bigbag,-0.3670617107364874,,,,NaT,Unknown
,100.8773,Bigbag,0.0288408847264506,,,,NaT,Unknown
,100.7314,Bigbag,0.0288408847264506,,,,NaT,Unknown
,100.6746,Bigbag,-0.0206231717631182,,,,NaT,Unknown
,100.7139,Bigbag,-0.1691209765353731,,,,NaT,Unknown
,100.6771,Bigbag,0.4247434801893883,,,,NaT,Unknown
,100.4738,Bigbag,0.7217091883853366,,,,NaT,Unknown
,100.2284,Bigbag,0.1278112518270076,,,,NaT,Unknown
,100.2087,Bigbag,-0.0206442988238278,,,,NaT,Unknown
,100.4345,Bigbag,-0.1196146659243851,,,,NaT,Unknown
,100.7531,Bigbag,0.3258153658641497,,,,NaT,Unknown
,100.9735,Bigbag,-0.4165257672260561,,,,NaT,Unknown
,101.0192,Bigbag,-0.6639728120381585,,,,NaT,Unknown
,100.9796,Bigbag,-0.3175554001254992,,,,NaT,Unknown
,100.8748,Bigbag,-0.4165257672260561,,,,NaT,Unknown
,100.7045,Bigbag,-0.3670405836757777,,,,NaT,Unknown
,100.6121,Bigbag,-0.5649813178768919,,,,NaT,Unknown
