date,cci,indiesleaze_skinnyjeans,indiesleaze_cheetahprint,indiesleaze_furcoat,indiesleaze_leatherskirt,indiesleaze_discopants,lipstickindex_lipstick,lipstickindex_lip_stick,lipstickindex_lipgloss,lipstickindex_lipliner,lipstickindex_liptint,maxiskirt_maxiskirt,maxiskirt_longskirt,maxiskirt_bohoskirt,maxiskirt_maxidress,maxiskirt_longdress,bigbag_hobobag,bigbag_oversizedbag,bigbag_totebag,bigbag_neverfull,bigbag_balenciagacitybag,highheelindex_highheels,highheelindex_stilletoheel,highheelindex_platforms,highheelindex_platformheels,highheelindex_pumps,peplums_peplum,peplums_peplumtops,peplums_peplumdress,peplums_rufflewaist,peplums_peplumblazer,blazers_blazer,blazers_womensblazer,blazers_oversizedblazer,blazers_boyfriendblazer,blazers_croppedblazer,mini_miniskirt,mini_minidress,mini_micromini,mini_microshort,mini_micominiskirt,cpi,cci_fred,consumer_sentiment,unemployment_rate,retail_sales_clothing,personal_saving_rate,retail_total_spending,retail_avg_transaction,retail_transaction_count,retail_unique_customers,census_sales_naics_446,census_sales_naics_44812,census_cci,cpi_index,inflation_rate_yoy,year,month,quarter,is_great_recession,is_covid_crisis,is_inflation_surge
2007-12-01,99.8483,250.075,90.458,286.062,32.738,2.515,337.13,104.797,212.398,10.753,3.35,0.0,56.977,0.0,0.0,120.554,63.555,7.525,235.422,16.872,0.0,348.883,2.06,69.863,15.111,539.941,0.0,0.0,0.0,0,0.0,656.497,0.0,0.0,0.0,0.0,165.44,2.772,241.215,7.315,6.323,213.168,81.23375,75.5,5.0,29761,2.4,,,,,19691.0,3263.0,81.23375,1.0954162384378212,2.4353676117251366,2007,12,4,1,0,0
2008-01-01,99.63045,217.456,90.458,169.037,29.464,0.0,449.507,124.951,179.721,16.13,4.467,0.0,47.068,0.0,12.676,133.949,50.253,5.561,188.337,12.654,5.454,371.152,1.648,109.161,17.269,614.702,7.668,0.0,0.0,0,0.0,565.945,0.0,0.0,0.0,0.0,147.058,3.374,210.202,7.758,10.011,213.771,84.35399,78.4,5.0,13812,2.6,,,,,19857.0,3202.0,84.35399,1.0985149023638232,2.4789069990412305,2008,1,1,1,0,0
2008-02-01,99.32162,212.02,90.458,117.025,22.917,3.309,1123767.0,133.012,179.721,10.753,0.0,0.0,42.113,0.0,12.676,133.949,47.297,6.543,188.337,6.327,0.0,385.998,1.51,113.528,10.793,639.623,7.668,0.0,0.0,0,0.0,588.583,0.0,0.0,0.0,0.0,147.058,3.736,161.958,5.763,6.147,213.939,76.17681,70.8,4.9,15468,3.0,,,,,20024.0,3229.0,76.17681,1.0993782117163413,2.29708083295479,2008,2,1,1,0,0
2008-03-01,98.95058,212.02,74.011,78.017,26.191,2.515,1011390.0,128.981,179.721,16.13,0.0,0.0,54.499,6.095,25.352,147.344,54.687,4.58,188.337,10.545,8.021,400.844,1.785,82.963,17.269,672.85,7.668,0.0,0.0,0,0.0,543.308,0.0,0.0,0.0,0.0,156.249,2.772,172.296,5.32,7.201,214.42,74.77808,69.5,5.1,17341,2.9,,,,,20059.0,3218.0,74.77808,1.1018499486125386,2.388524386633417,2008,3,1,1,0,0
2008-04-01,98.49242,190.274,82.235,65.014,19.643,0.0,449.507,92.705,163.383,10.753,3.35,0.0,54.499,6.095,50.705,160.738,51.731,5.234,204.032,6.327,6.096,408.267,2.06,82.963,15.111,706.077,3.834,0.0,0.0,0,0.0,565.945,0.0,0.0,0.0,0.0,147.058,3.013,165.404,8.866,5.093,214.56,67.35407,62.6,5.0,16696,2.4,,,,,19892.0,3237.0,67.35407,1.1025693730729702,2.294669292051843,2008,4,2,1,0,0
2008-05-01,98.04234,190.274,82.235,65.014,13.095,2.118,337.13,108.828,179.721,10.753,4.467,0.0,54.499,6.095,76.057,160.738,45.819,4.58,204.032,12.654,5.775,393.421,2.197,78.596,15.111,755.918,7.668,0.0,0.0,0,0.0,543.308,0.0,0.0,0.0,0.0,147.058,2.772,206.756,7.315,6.323,214.936,64.34143,59.8,5.4,18616,6.8,,,,,20282.0,3228.0,64.34143,1.104501541623844,2.3222157689781087,2008,5,2,1,0,0
2008-06-01,97.69081,179.402,82.235,52.011,19.643,2.382,337.13,104.797,147.045,16.13,3.35,0.0,47.068,4.571,126.763,160.738,50.253,7.197,204.032,14.763,0.0,385.998,1.922,78.596,17.269,805.758,7.668,0.0,0.0,0,0.0,588.583,0.0,0.0,0.0,0.0,156.249,3.254,217.093,4.211,5.269,215.424,60.68322,56.4,5.6,16595,4.6,,,,,20270.0,3220.0,60.68322,1.1070092497430628,2.3917259211376996,2008,6,2,1,0,0
2008-07-01,97.58231,255.511,90.458,65.014,22.917,0.0,337.13,92.705,130.706,10.753,4.467,6.737,52.022,7.619,126.763,147.344,51.731,5.889,219.727,16.872,0.0,363.729,2.197,78.596,15.111,714.384,0.0,0.0,0.0,0,0.0,543.308,0.0,0.0,0.0,0.0,165.44,2.892,217.093,5.985,7.903,215.965,65.84776,61.2,5.8,16964,3.6,,,,,20373.0,3228.0,65.84776,1.1097893114080164,2.463313612274831,2008,7,3,1,0,0
2008-08-01,97.66558,320.749,115.129,78.017,26.191,2.25,449.507,104.797,130.706,16.13,3.35,0.0,54.499,6.095,101.41,147.344,56.165,5.561,235.422,23.199,0.0,378.575,1.922,82.963,17.269,656.236,7.668,0.0,0.0,0,0.0,543.308,0.0,0.0,0.0,0.0,165.44,3.615,199.864,7.98,4.917,216.393,67.78445,63.0,6.1,18612,3.1,,,,,20347.0,3218.0,67.78445,1.111988694758479,2.4981171756213394,2008,8,3,1,0,0
2008-09-01,97.67867,293.566,123.352,91.02,45.834,2.118,1348521.0,149.135,114.368,16.13,4.467,6.737,54.499,6.095,50.705,147.344,41.385,5.234,188.337,16.872,0.0,445.382,2.334,117.894,17.269,639.623,11.502,0.0,0.0,0,0.0,565.945,0.0,0.0,0.0,0.0,202.205,3.495,158.512,3.546,6.498,216.713,75.63884,70.3,6.1,15502,3.9,,,,,20387.0,3140.0,75.63884,1.11363309352518,2.4386208722122937,2008,9,3,1,0,0
2008-10-01,97.41298,320.749,115.129,156.034,45.834,3.309,1123767.0,133.012,130.706,16.13,3.35,0.0,56.977,0.0,25.352,174.133,42.863,4.907,156.948,14.763,0.0,430.536,3.021,117.894,25.904,639.623,7.668,0.0,0.0,0,0.0,656.497,0.0,0.0,0.0,0.0,193.014,3.736,175.742,4.211,8.957,216.788,61.97436,57.6,6.5,16397,4.9,,,,,20358.0,3008.0,61.97436,1.1140184994861255,2.2213629955157854,2008,10,4,1,0,0
2008-11-01,97.16837,353.367,139.799,221.048,52.382,2.515,1236144.0,133.012,147.045,10.753,4.467,0.0,59.454,0.0,25.352,147.344,50.253,4.58,204.032,25.309,0.0,408.267,2.06,87.329,19.428,531.634,7.668,0.0,0.0,0,0.0,679.135,0.0,0.0,0.0,0.0,156.249,3.254,206.756,5.32,9.133,216.947,59.49969,55.3,6.8,18319,6.0,,,,,20495.0,2978.0,59.49969,1.11483556012333,2.015893915169764,2008,11,4,1,0,0
2008-12-01,97.03234,396.858,115.129,273.06,32.738,2.912,899.014,116.889,179.721,16.13,3.35,0.0,56.977,4.571,25.352,147.344,59.121,8.506,219.727,21.09,3.85,371.152,1.648,61.13,15.111,531.634,7.668,0.0,0.0,0,0.0,747.048,0.0,0.0,0.0,0.0,165.44,3.013,223.985,7.315,6.85,216.925,64.66422,60.1,7.3,26035,5.8,,,,,20457.0,2854.0,64.66422,1.1147225077081193,1.7624596562335837,2008,12,4,1,0,0
2009-01-01,96.9688,320.749,131.576,195.042,32.738,2.25,1011390.0,128.981,147.045,16.13,2.233,0.0,52.022,7.619,50.705,160.738,44.341,3.926,188.337,21.09,3.529,378.575,1.785,56.764,17.269,581.475,7.668,0.0,0.0,0,0.0,633.859,0.0,0.0,3.046,0.0,156.249,2.892,186.08,6.206,8.43,217.346,65.84776,61.2,7.8,13060,5.9,,,,,20486.0,2899.0,65.84776,1.11688591983556,1.6723503187990874,2009,1,1,1,0,0
2009-02-01,96.97824,304.439,115.129,117.025,29.464,3.044,449.507,104.797,147.045,16.13,3.35,0.0,56.977,9.143,88.734,187.528,38.429,7.525,172.643,18.981,0.0,423.113,2.334,65.497,17.269,598.089,7.668,0.0,0.0,352,0.0,611.221,0.0,0.0,6.474,0.0,137.867,2.772,175.742,8.645,7.903,217.792,60.57563,56.3,8.3,14320,5.4,,,,,20639.0,2921.0,60.57563,1.1191778006166495,1.800980653363804,2009,2,1,1,0,0
2009-03-01,97.20629,320.749,106.905,78.017,26.191,1.985,449.507,96.736,147.045,16.13,3.35,6.737,54.499,6.095,152.115,187.528,41.385,3.926,188.337,16.872,0.0,430.536,2.197,69.863,21.587,656.236,11.502,0.0,2.122,0,0.0,656.497,0.0,0.0,8.759,0.0,165.44,3.977,186.08,6.871,8.079,218.253,61.65157,57.3,8.7,15195,5.8,,,,,20661.0,2859.0,61.65157,1.121546762589928,1.7876130957932945,2009,3,1,1,0,0
2009-04-01,97.66534,288.13,98.682,65.014,22.917,2.912,337.13,100.767,147.045,16.13,4.467,6.737,49.545,10.667,190.144,200.923,47.297,5.234,188.337,18.981,0.0,437.959,2.609,65.497,21.587,681.156,7.668,0.0,0.0,0,0.0,656.497,0.0,0.0,14.852,0.0,165.44,3.495,182.634,6.871,6.323,218.706,70.04394,65.1,9.0,15953,6.5,,,,,20797.0,2981.0,70.04394,1.123874614594039,1.93232662192393,2009,4,2,1,0,0
2009-05-01,98.12306,337.058,106.905,52.011,26.191,2.647,337.13,100.767,147.045,16.13,3.35,13.474,56.977,7.619,215.497,187.528,47.297,5.561,188.337,18.981,0.0,452.805,2.06,65.497,21.587,730.997,7.668,0.0,0.0,308,0.0,588.583,0.0,0.0,9.14,0.0,165.44,2.892,182.634,4.876,7.903,218.904,73.91733,68.7,9.4,16832,7.8,,,,,20853.0,2970.0,73.91733,1.1248920863309353,1.8461309413034588,2009,5,2,1,0,0
2009-06-01,98.46567,364.24,98.682,65.014,22.917,2.647,337.13,88.675,147.045,16.13,4.467,13.474,49.545,7.619,215.497,147.344,48.775,8.833,188.337,21.09,0.0,475.075,1.648,65.497,21.587,747.611,7.668,0.0,0.0,0,0.0,588.583,0.0,0.0,8.759,0.0,165.44,3.856,189.526,5.763,5.796,219.112,76.17681,70.8,9.5,15057,6.1,,,,,20801.0,2936.0,76.17681,1.125960945529291,1.7119726678550107,2009,6,2,1,0,0
2009-07-01,98.68877,396.858,90.458,65.014,26.191,4.368,337.13,92.705,147.045,16.13,4.467,6.737,47.068,6.095,177.468,133.949,47.297,5.234,204.032,21.09,0.0,408.267,2.06,65.497,23.745,722.69,11.502,0.0,0.0,0,0.0,588.583,0.0,0.0,14.471,0.0,165.44,1.807,199.864,7.315,10.362,219.263,71.01228,66.0,9.5,15627,5.4,,,,,20753.0,2934.0,71.01228,1.1267368961973279,1.5270992984974363,2009,7,3,0,0,0
2009-08-01,98.89773,532.769,98.682,78.017,29.464,3.309,337.13,100.767,130.706,16.13,4.467,6.737,52.022,6.095,101.41,147.344,48.775,8.179,219.727,23.199,0.0,452.805,1.922,61.13,23.745,681.156,7.668,0.0,3.183,0,0.0,679.135,0.0,0.0,30.466,0.0,183.823,2.169,192.972,5.763,7.201,219.496,70.6895,65.7,9.6,17253,4.4,,,,,20815.0,3044.0,70.6895,1.127934224049332,1.4339650543224725,2009,8,3,0,0,0
2009-09-01,99.11938,451.223,106.905,104.022,39.286,3.971,337.13,92.705,130.706,16.13,4.467,0.0,56.977,9.143,63.381,174.133,42.863,5.889,172.643,23.199,0.0,467.652,1.785,65.497,25.904,631.316,11.502,0.0,3.183,0,0.0,679.135,0.0,0.0,38.083,2.826,183.823,3.374,179.188,8.866,9.66,219.92,79.08186,73.5,9.8,15243,5.5,,,,,20955.0,2994.0,79.08186,1.1301130524152108,1.4798373886199645,2009,9,3,0,0,0
2009-10-01,99.21873,472.968,106.905,169.037,45.834,6.221,449.507,100.767,147.045,21.507,4.467,0.0,61.931,3.047,38.028,214.318,45.819,4.58,156.948,16.872,0.0,452.805,1.922,69.863,25.904,631.316,11.502,0.0,2.122,0,0.0,792.324,0.0,0.0,35.036,0.0,193.014,2.772,189.526,5.541,7.552,220.501,75.96162,70.6,10.0,16642,5.1,,,,,21012.0,2993.0,75.96162,1.1330986639260021,1.7127331771131127,2009,10,4,0,0,0
2009-11-01,99.24712,472.968,106.905,195.042,42.56,3.441,337.13,108.828,163.383,16.13,3.35,6.737,54.499,3.047,25.352,187.528,47.297,5.889,172.643,25.309,0.0,452.805,1.922,69.863,21.587,589.782,11.502,0.0,0.0,0,0.0,769.686,0.0,0.0,32.37,0.0,193.014,5.544,203.31,7.98,7.903,220.666,72.51861,67.4,9.9,17881,5.5,,,,,21045.0,2967.0,72.51861,1.1339465570400822,1.714243571010421,2009,11,4,0,0,0
2009-12-01,99.30729,543.642,115.129,286.062,39.286,3.309,449.507,120.92,179.721,21.507,4.467,0.0,52.022,6.095,25.352,187.528,57.643,6.543,235.422,35.854,3.85,423.113,1.922,61.13,25.904,556.555,11.502,0.0,2.122,0,0.0,928.151,0.0,0.0,34.655,0.0,165.44,1.807,223.985,7.536,8.782,220.881,78.00592,72.5,9.9,26378,5.4,,,,,20951.0,2882.0,78.00592,1.1350513874614594,1.8236717759594345,2009,12,4,0,0,0
2010-01-01,99.37518,391.422,115.129,182.04,29.464,3.706,449.507,96.736,163.383,21.507,3.35,6.737,56.977,6.095,38.028,200.923,42.863,5.561,172.643,27.418,3.529,415.69,1.648,61.13,25.904,614.702,15.336,0.0,3.183,0,0.0,724.41,0.0,0.0,31.228,0.0,156.249,2.772,199.864,7.093,8.782,220.633,80.05021,74.4,9.8,12866,5.6,,,,,20917.0,2996.0,80.05021,1.1337769784172662,1.5123351706495702,2010,1,1,0,0,0
2010-02-01,99.39132,380.549,115.129,117.025,29.464,4.368,449.507,96.736,147.045,21.507,4.467,6.737,54.499,7.619,63.381,214.318,41.385,3.926,172.643,31.636,4.813,437.959,1.648,69.863,30.222,631.316,19.17,0.0,4.244,0,0.0,701.772,0.0,0.0,31.228,0.0,137.867,2.892,172.296,5.098,4.917,220.731,79.18945,73.6,9.8,14432,5.3,,,,,20942.0,2955.0,79.18945,1.1342805755395684,1.3494526888039982,2010,2,1,0,0,0
2010-03-01,99.38895,353.367,115.129,78.017,29.464,3.309,449.507,108.828,179.721,21.507,5.584,6.737,56.977,7.619,88.734,227.713,44.341,4.907,172.643,33.745,5.134,475.075,1.373,74.23,32.38,730.997,15.336,0.0,2.122,0,0.0,769.686,0.0,0.0,33.132,2.826,137.867,3.374,179.188,6.65,6.85,220.783,79.18945,73.6,9.9,16972,5.3,,,,,21090.0,3086.0,79.18945,1.1345477903391572,1.1592051426555505,2010,3,1,0,0,0
2010-04-01,99.36604,347.931,90.458,65.014,16.369,3.044,449.507,104.797,163.383,26.884,4.467,6.737,61.931,9.143,126.763,241.108,47.297,6.216,188.337,31.636,0.0,460.229,2.472,74.23,34.539,739.304,11.502,0.0,3.183,0,0.0,701.772,0.0,0.0,30.085,2.826,156.249,3.133,175.742,6.871,5.093,220.822,77.68314,72.2,9.9,16632,6.0,,,,,21206.0,3063.0,77.68314,1.134748201438849,0.9675088932173947,2010,4,2,0,0,0
2010-05-01,99.31453,309.876,106.905,65.014,22.917,2.382,449.507,104.797,163.383,16.13,5.584,6.737,61.931,10.667,164.792,214.318,42.863,4.58,188.337,33.745,5.775,467.652,2.06,87.329,36.698,772.531,11.502,0.0,3.183,0,0.0,633.859,0.0,0.0,21.707,0.0,165.44,4.097,189.526,10.64,5.796,220.962,79.18945,73.6,9.6,17284,6.4,,,,,21146.0,3043.0,79.18945,1.1354676258992806,0.9401381427474931,2010,5,2,0,0,0
2010-06-01,99.26768,282.694,82.235,52.011,19.643,3.177,449.507,108.828,147.045,21.507,4.467,13.474,54.499,9.143,177.468,187.528,42.863,4.907,188.337,31.636,5.454,445.382,2.197,78.596,30.222,714.384,7.668,0.0,3.183,0,0.0,520.67,394.0,0.0,19.041,0.0,174.632,11.69,206.756,9.31,6.85,221.194,81.77172,76.0,9.4,15740,6.2,,,,,21400.0,3049.0,81.77172,1.1366598150051388,0.9501989849939774,2010,6,2,0,0,0
2010-07-01,99.21994,293.566,98.682,65.014,22.917,2.25,449.507,96.736,130.706,21.507,4.467,13.474,52.022,9.143,139.439,160.738,39.907,5.561,188.337,35.854,4.171,415.69,1.785,65.497,28.063,614.702,7.668,0.0,3.183,0,0.0,520.67,0.0,0.0,17.899,2.261,165.44,3.254,199.864,7.536,6.147,221.363,72.94898,67.8,9.4,16444,6.1,,,,,21487.0,3038.0,72.94898,1.1375282631038026,0.9577539302116689,2010,7,3,0,0,0
2010-08-01,99.23846,364.24,115.129,78.017,26.191,3.044,449.507,104.797,147.045,21.507,4.467,13.474,56.977,7.619,88.734,174.133,42.863,7.525,204.032,35.854,0.0,415.69,1.922,65.497,30.222,598.089,11.502,0.0,3.183,0,0.0,656.497,0.0,0.0,19.041,2.261,174.632,2.892,196.418,6.871,4.742,221.509,74.13252,68.9,9.5,17522,6.2,,,,,21594.0,3067.0,74.13252,1.1382785200411099,0.9171009950067255,2010,8,3,0,0,0
2010-09-01,99.2652,277.257,115.129,91.02,39.286,2.118,449.507,96.736,114.368,16.13,4.467,6.737,138.726,6.095,63.381,200.923,38.429,3.598,156.948,29.527,2.887,452.805,1.648,65.497,32.38,581.475,19.17,0.0,3.183,0,0.0,679.135,0.0,0.0,25.135,0.0,165.44,2.651,179.188,7.315,4.215,221.711,73.37936,68.2,9.5,15853,6.1,,,,,21634.0,3115.0,73.37936,1.13931654676259,0.8143870498363182,2010,9,3,0,0,0
2010-10-01,99.30903,315.312,131.576,143.031,45.834,4.236,449.507,108.828,130.706,21.507,4.467,6.737,84.227,4.571,38.028,227.713,39.907,4.253,141.253,31.636,4.813,460.229,1.785,69.863,36.698,531.634,11.502,0.0,3.183,0,0.0,792.324,0.0,0.0,23.992,2.261,211.396,2.53,186.08,6.428,7.728,221.83,72.84138,67.7,9.4,17008,5.9,,,,,21833.0,3149.0,72.84138,1.139928057553957,0.6027183550187942,2010,10,4,0,0,0
2010-11-01,99.38902,331.621,148.023,221.048,39.286,3.044,449.507,116.889,147.045,21.507,3.35,6.737,59.454,4.571,38.028,214.318,44.341,7.852,188.337,31.636,0.0,445.382,1.648,69.863,34.539,539.941,15.336,0.0,3.183,0,0.0,814.962,0.0,0.0,22.469,2.544,174.632,3.856,182.634,5.541,6.147,222.149,77.03757,71.6,9.8,19537,5.8,,,,,21914.0,3169.0,77.03757,1.1415673175745118,0.672056411046551,2010,11,4,0,0,0
2010-12-01,99.42262,353.367,156.246,325.071,36.012,2.647,561.883,141.073,196.06,21.507,2.233,13.474,76.795,4.571,25.352,241.108,51.731,8.833,219.727,46.399,3.529,460.229,2.334,56.764,36.698,506.714,19.17,0.0,4.244,0,0.0,837.599,0.0,0.0,22.85,3.109,193.014,3.254,203.31,7.98,6.323,222.343,80.15781,74.5,9.3,27815,6.2,,,,,22002.0,3152.0,80.15781,1.1425642343268243,0.6618948664665503,2010,12,4,0,0,0
2011-01-01,99.38183,375.113,189.14,234.051,36.012,2.382,561.883,124.951,196.06,26.884,4.467,20.211,81.749,7.619,76.057,241.108,44.341,6.216,188.337,40.072,3.85,549.305,2.06,65.497,38.857,581.475,15.336,0.0,4.244,209,0.0,814.962,0.0,0.0,23.23,3.109,165.44,2.651,223.985,6.65,5.62,222.803,79.83502,74.2,9.1,13358,6.6,,,,,22421.0,3136.0,79.83502,1.1449280575539569,0.9835337415527112,2011,1,1,0,0,0
2011-02-01,99.27272,315.312,213.811,143.031,29.464,3.044,561.883,124.951,179.721,32.261,4.467,40.422,81.749,9.143,114.086,254.503,42.863,9.16,188.337,37.963,2.887,586.42,1.648,69.863,47.491,639.623,19.17,0.0,5.306,0,0.0,792.324,0.0,0.0,19.803,1.978,165.44,2.048,196.418,7.315,6.85,223.213,83.38564,77.5,9.0,15538,6.9,,,,,22169.0,3254.0,83.38564,1.1470349434737923,1.124445592146106,2011,2,1,0,0,0
2011-03-01,99.04582,304.439,230.258,78.017,29.464,4.103,561.883,124.951,196.06,26.884,5.584,53.896,74.318,9.143,215.497,267.898,47.297,5.561,188.337,42.181,4.492,608.69,2.06,69.863,51.809,689.463,19.17,0.0,5.306,220,0.0,747.048,0.0,0.0,17.137,3.109,165.44,2.651,182.634,7.536,3.337,223.454,72.6262,67.5,9.0,17821,6.3,,,,,22275.0,3232.0,72.6262,1.1482733812949641,1.2097851736773357,2011,3,1,0,0,0
2011-04-01,98.91441,277.257,254.929,65.014,29.464,2.779,561.883,124.951,179.721,26.884,5.584,67.37,71.84,12.191,240.85,294.688,41.385,5.889,204.032,33.745,5.134,608.69,1.922,74.23,56.126,656.236,19.17,0.0,5.306,231,0.0,792.324,0.0,0.0,18.66,3.674,165.44,2.41,175.742,7.758,4.742,223.727,75.10087,69.8,9.1,18209,6.3,,,,,22162.0,3242.0,75.10087,1.1496762589928058,1.3155392125784537,2011,4,2,0,0,0
2011-05-01,98.90597,255.511,238.482,65.014,26.191,3.574,561.883,124.951,163.383,26.884,6.7,80.844,84.227,12.191,278.879,267.898,42.863,6.87,172.643,40.072,2.567,571.574,1.922,74.23,56.126,764.224,19.17,0.0,5.306,242,0.0,747.048,0.0,0.0,15.233,3.392,174.632,2.53,189.526,6.206,5.971,224.175,79.94262,74.3,9.0,18309,6.3,,,,,22327.0,3255.0,79.94262,1.151978417266187,1.4540961794335727,2011,5,2,0,0,0
2011-06-01,98.82299,222.893,246.705,65.014,26.191,2.912,561.883,108.828,163.383,26.884,5.584,80.844,74.318,10.667,342.26,214.318,42.863,6.87,188.337,37.963,5.134,519.613,1.51,74.23,45.333,814.065,15.336,0.0,4.244,165,0.0,656.497,0.0,0.0,11.805,2.826,183.823,2.169,192.972,7.093,5.444,224.697,76.92998,71.5,9.1,17355,6.5,,,,,22323.0,3366.0,76.92998,1.154660842754368,1.5836776766096738,2011,6,2,0,0,0
2011-07-01,98.58913,304.439,296.046,65.014,26.191,2.515,561.883,104.797,163.383,26.884,6.7,80.844,71.84,10.667,278.879,227.713,45.819,7.197,204.032,42.181,4.492,549.305,1.51,74.23,45.333,822.372,15.336,0.0,5.306,242,0.0,656.497,0.0,0.0,13.329,0.0,174.632,2.651,189.526,8.423,3.161,225.218,68.53761,63.7,9.0,17521,6.7,,,,,22442.0,3300.0,68.53761,1.157338129496403,1.741483445742964,2011,7,3,0,0,0
2011-08-01,98.31213,358.804,328.94,91.02,39.286,3.044,561.883,112.859,163.383,26.884,5.584,80.844,76.795,13.714,190.144,214.318,50.253,6.543,204.032,37.963,3.529,541.882,2.334,69.863,49.65,797.452,23.005,0.0,7.428,0,0.0,747.048,0.0,0.0,14.852,3.392,174.632,2.169,179.188,7.315,4.391,225.862,60.03766,55.8,9.0,18828,6.7,,,,,22543.0,3108.0,60.03766,1.1606474820143884,1.9651571719433658,2011,8,3,0,0,0
2011-09-01,98.20346,358.804,370.058,143.031,52.382,3.441,561.883,120.92,147.045,26.884,5.584,94.318,76.795,9.143,152.115,267.898,42.863,5.561,172.643,40.072,2.887,616.113,1.648,74.23,49.65,797.452,30.673,2.563,6.367,154,0.0,860.237,0.0,0.0,19.422,2.544,202.205,2.772,175.742,6.206,4.039,226.118,64.01865,59.5,9.0,17575,6.4,,,,,22444.0,3319.0,64.01865,1.1619630010277493,1.9877227562006272,2011,9,3,0,0,0
2011-10-01,98.21943,402.295,370.058,208.045,58.929,4.633,674.26,133.012,147.045,32.261,6.7,87.581,84.227,9.143,114.086,334.872,41.385,4.253,156.948,44.29,5.454,623.536,2.472,74.23,49.65,606.395,26.839,0.0,7.428,187,1.276,973.426,0.0,0.0,20.184,4.24,220.587,3.495,175.742,6.871,5.093,226.506,65.41737,60.8,8.8,17833,6.3,,,,,22569.0,3261.0,65.41737,1.163956834532374,2.1079204796465634,2011,10,4,0,0,0
2011-11-01,98.35287,413.168,386.505,260.057,55.655,4.633,674.26,137.043,163.383,32.261,6.7,60.633,74.318,6.095,76.057,321.477,51.731,6.543,188.337,61.163,6.738,593.843,2.06,69.863,47.491,556.555,30.673,0.0,8.489,154,0.0,996.064,263.0,0.0,22.85,5.653,183.823,3.254,192.972,5.763,3.864,226.899,68.53761,63.7,8.6,20478,6.4,,,,,22484.0,3303.0,68.53761,1.1659763617677288,2.138204538395394,2011,11,4,0,0,0
2011-12-01,98.53907,516.46,534.528,299.065,58.929,5.03,674.26,157.196,196.06,32.261,7.817,67.37,71.84,7.619,88.734,361.662,66.511,7.852,235.422,71.708,5.775,630.959,2.06,61.13,49.65,556.555,34.507,2.563,10.612,0,0.0,1177167.0,0.0,0.0,19.803,5.088,211.396,3.013,234.323,5.985,5.093,227.405,75.20847,69.9,8.5,30334,7.2,,,,,22422.0,3368.0,75.20847,1.1685765673175745,2.276662633858506,2011,12,4,0,0,0
2012-01-01,98.7452,434.913,633.21,247.054,52.382,7.28,786.637,169.288,163.383,37.638,7.817,80.844,74.318,12.191,139.439,361.662,50.253,5.889,204.032,56.945,7.059,675.497,2.334,78.596,60.444,606.395,42.176,3.844,10.612,220,0.0,1041340.0,0.0,0.0,17.137,4.805,174.632,2.048,199.864,7.758,4.391,227.877,80.69578,75.0,8.3,13998,7.4,,,,,22716.0,3449.0,80.69578,1.1710020554984584,2.2773481506083826,2012,1,1,0,0,0
2012-02-01,98.89159,434.913,674.328,143.031,49.108,6.089,786.637,185.411,163.383,37.638,6.7,114.53,74.318,10.667,190.144,361.662,50.253,7.197,188.337,56.945,5.454,742.304,2.334,74.23,71.237,639.623,84.352,7.689,23.347,264,0.0,1109253.0,0.0,2.09,19.803,5.088,193.014,2.651,189.526,7.536,3.688,228.034,81.01856,75.3,8.3,17496,7.3,,,,,22709.0,3480.0,81.01856,1.171808838643371,2.1598204405657295,2012,2,1,0,0,0
2012-03-01,98.95768,424.041,542.752,78.017,42.56,7.413,786.637,173.319,196.06,32.261,7.817,168.426,84.227,12.191,329.584,361.662,48.775,5.561,188.337,59.054,6.738,705.189,2.06,69.863,71.237,647.929,95.854,8.97,25.469,220,1.276,996.064,0.0,0.0,16.375,3.957,193.014,2.289,179.188,8.201,4.039,228.478,81.98691,76.2,8.2,19709,7.6,,,,,22696.0,3514.0,81.98691,1.1740904419321687,2.2483374654291177,2012,3,1,0,0,0
2012-04-01,98.95599,407.731,526.305,78.017,36.012,6.751,674.26,165.258,196.06,37.638,5.584,222.323,86.704,16.762,430.994,388.452,50.253,4.907,188.337,75.927,5.134,742.304,2.06,74.23,75.555,672.85,107.357,11.534,36.082,297,1.276,1041340.0,0.0,0.0,14.471,5.088,193.014,2.772,175.742,9.088,4.742,228.905,82.2021,76.4,8.2,18175,7.9,,,,,22774.0,3396.0,82.2021,1.176284686536485,2.314427851801515,2012,4,2,0,0,0
2012-05-01,98.92139,358.804,534.528,65.014,32.738,7.148,674.26,173.319,179.721,32.261,6.7,256.008,89.181,15.238,532.405,334.872,48.775,7.525,172.643,65.381,4.813,682.92,2.197,74.23,64.761,697.77,115.025,17.941,33.959,341,1.109,860.237,0.0,0.0,9.901,3.674,174.632,2.892,172.296,7.536,3.161,229.224,85.32233,79.3,8.2,19476,7.9,,,,,22591.0,3377.0,85.32233,1.1779239465570401,2.252258280361308,2012,5,2,0,0,0
